Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Hadria	GPE	In Hadria's room that night, Algitha finally decided to delay	270	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	and the sound of their talk had caused, in Hadria, an unutterable depression. The light, conventional phrases	288	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Fullerton	GPE	“My name is Fullerton—Hadria Fullerton.”	320	Fullerton, CA, USA	Locality	City				Fullerton	Orange County	California	United States	USA	-117.92895999999996	33.870330000000024	100	
Hadria	GPE	Miss Du Prel glanced helplessly at Hadria; rising then and looking out of the window at	353	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Italy	GPE	little fortnight that we spent with mother and father in Italy? I seem now to be again under the spell	374	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Hadria	GPE	Prel grew more intimate, and more deeply interesting to Hadria, every day.	377	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	MISS DU PREL had promised to allow Hadria to drive her to Darachanarvan, a little town on	381	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
England	GPE	and I doubt if you would find another woman in England to describe the domestic existence as you do.”	472	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
florid	GPE	unreposeful manner. Her mode of dress was rich and florid—very obvious in its effects, very naïf.	542	Florid, IL, USA	Locality	Village				Florid	Putnam County	Illinois	United States	USA	-89.28627999999998	41.22843000000006	100	
Hadria	GPE	! you mustn't hint at anything against Ernest in Hadria's presence!” cried Mr. Fullerton, with an	628	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Fullerton	GPE	young Oxford acquaintances. I might have known that a Fullerton had too much stuff in him to make an idiot	629	Fullerton, CA, USA	Locality	City				Fullerton	Orange County	California	United States	USA	-117.92895999999996	33.870330000000024	100	
Edinburgh	GPE	“We go to Edinburgh occasionally,” she replied with malice, knowing that	660	Edinburgh, City of Edinburgh, Scotland, GBR	Locality	City				Edinburgh	City of Edinburgh	Scotland	United Kingdom	GBR	-3.1891070809999746	55.95333947800003	100	
London	GPE	” she replied with malice, knowing that he meant London.	660	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	“No; my father hates London, and mother never goes away without him.”	662	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Park Lane	GPE	sister and I have spent one or two seasons in Park Lane, with some cousins.”	664	Park Lane, Bury, Greater Manchester, England, GBR	Locality	District				Bury	Greater Manchester	England	United Kingdom	GBR	-2.3085410739999475	53.540650061000065	100	
Hadria	GPE	pity Mr. Temperley, though I am so fond of Hadria,” said Miss Du Prel. “If he	708	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	it became oppressive,” she suggested, at which Hadria laughed.	720	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Athens	GPE	their women, I should like to have lived at Athens in the time of Pericles!” exclaimed Hadria.	737	Athens, GRC	Locality	City					Athens	Attiki	Greece	GRC	23.73640000000006	37.97614000000004	100	
London	GPE	no longer. She had made arrangements to return to London, on the morrow. As suddenly as she had	773	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	by announcing that he would be obliged to return to London on that very day, having received a letter,	810	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Hadria	GPE	of the weakening and unbalancing of the splendid constitution which Hadria, in common with every member of the family,	822	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	writing frequently of late, pointing out the danger of Hadria's exaggerated ideas, and the probability of their ruining	828	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	been ingeniously planned, the minutest incidents and conditions of Hadria's life conspired towards the event that was to decide	838	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	occasion. He introduced his sister to Mrs. Fullerton and Hadria. Miss Temperley was his junior by a year;	850	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	was fastidious to his finger-tips. It amused Hadria to note the contrast between him and Mr. Gordon,	878	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	asked Temperley, turning, in some trepidation, to Hadria.	907	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	,” said Henriette, when they were established in Hadria's room.	927	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	as well; she drew pictures in attractive colours of Hadria in a home of her own, with far more	934	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	' roof: and then she drew another picture of Hadria fifteen years hence at Dunaghee.	934	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Denmark	GPE	that argue that all is sound in the state of Denmark?”	935	Denmark	Locality	Country							Denmark	DNK	10.053934054000024	55.959300779000046	100	
Wonderland	GPE	in truly telescopic fashion, like that of Alice in Wonderland. The boys constructed a figure of cushions, stuffed	973	Wonderland, Town of Southwest Harbor, ME, USA	Locality	Village				Town of Southwest Harbor	Hancock County	Maine	United States	USA	-68.31921999999997	44.235250000000065	100	
florid	GPE	the evening, that lady played dance music in a florid manner, resembling her taste in dress. The younger	982	Florid, IL, USA	Locality	Village				Florid	Putnam County	Illinois	United States	USA	-89.28627999999998	41.22843000000006	100	
Hadria	GPE	My daughters are rather celebrated for their reels, especially Hadria.” Mr. Fullerton executed a step or two with	984	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	, her very dignity. There was a letter in Hadria's pocket at this moment, eloquently protesting in favour	1022	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	why should not I have a chance? Hadria, Hadria, answer me, for heaven's sake. Oh	1046	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
china	GPE	why a Temperley rushes in where a bull in a china-shop would fear to tread!”	1066	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Tithonius	GPE	Tithonius, TENNYSON.	1082	Titkonis, Vaškų sen., Pasvalys, Panevėžio Apskritis, LTU	Locality	City				Vaškų sen.	Pasvalys	Panevėžio Apskritis	Lietuva	LTU	24.264470000000074	56.15587000000005	77.78	
Cochin	GPE	grassy barrows.” She and a company of youthful Cochin-China fowls remained for hours among them, on	1089	Cochin, Ernakulam, Kerala, IND	Locality	City				Kochi	Ernakulam	Kerala	India	IND	76.26141000000007	9.936010000000067	100	
China	GPE	.” She and a company of youthful Cochin-China fowls remained for hours among them, on this cheerful	1089	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
russet	GPE	churchyard to the fields: a slender figure in serviceable russet and irresponsible-looking hat, autumn-tinted too	1089	Russet, WV, USA	Locality	City					Calhoun County	West Virginia	United States	USA	-81.05649999999997	38.873140000000035	100	
troublin	GPE	“And when a man's not a troublin' o' some other body, he's a	1100	Troullin	Locality	City					Παλαιομέτοχο	Επαρχία Λευκωσίας	Κύπρος	CYP	33.25684000000007	35.14131000000003	87.5	
troublin	GPE	' o' some other body, he's a troublin' of hisself,” added the philosopher.	1100	Troullin	Locality	City					Παλαιομέτοχο	Επαρχία Λευκωσίας	Κύπρος	CYP	33.25684000000007	35.14131000000003	87.5	
varty	GPE	everybody's been a talkin' about it. Over varty, she war, and ought to 'a knowed	1116	Vartai, Balbieriškis, Prienų rajono savivaldybė, Kauno Apskritis, LTU	Locality	District				Balbieriškis	Prienų rajono savivaldybė	Kauno Apskritis	Lietuva	LTU	23.831500000000062	54.59116000000006	100	
Southampton	GPE	“Well, she had an aunt down at Southampton, I've heard tell, but she didn't	1140	Southampton, Hampshire, England, GBR	Locality	City				Southampton	Hampshire	England	United Kingdom	GBR	-1.4043040479999718	50.90488206900005	100	
Sapph	GPE	. “Is there anything else in the house, Sapph—Sophia?”	1152	Sappho, WA, USA	Locality	Village				Sappho	Clallam County	Washington	United States	USA	-124.29189999999994	48.06878000000006	83.33	
Cochin	GPE	the morning, accompanied by a nice young brood of Cochin-China fowls, in Craddock churchyard.”	1166	Cochin, Ernakulam, Kerala, IND	Locality	City				Kochi	Ernakulam	Kerala	India	IND	76.26141000000007	9.936010000000067	100	
China	GPE	, accompanied by a nice young brood of Cochin-China fowls, in Craddock churchyard.”	1166	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Tithonius	GPE	—the ‘happier dead,’ as poor immortal Tithonius calls them, who has not the gift of death	1170	Titkonis, Vaškų sen., Pasvalys, Panevėžio Apskritis, LTU	Locality	City				Vaškų sen.	Pasvalys	Panevėžio Apskritis	Lietuva	LTU	24.264470000000074	56.15587000000005	77.78	
Columbus	GPE	“I suppose that is what his relatives said to Columbus,” observed Miss Du Prel.	1225	Columbus, OH, USA	Locality	City				Columbus	Franklin County	Ohio	United States	USA	-83.00274999999993	39.96199000000007	100	
England	GPE	If everyone had done that, what sort of an England should I have had stretching before my eyes at this	1231	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Hadria	GPE	A flame sprang up in Hadria's eyes. There must be other women somewhere at	1272	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	Lady Engleton had the qualities that Hubert had admired in Hadria before their marriage, and she was entirely free from	1309	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Scotland	GPE	returned from a visit to Mr. Fullerton's place in Scotland, Mr. Temperley,” observed the vicar's wife	1320	Scotland, GBR	Locality	State or Province						Scotland	United Kingdom	GBR	-4.181296541999927	56.84002490600005	100	
Palestine	GPE	so much interested in his descriptions of a tour in Palestine, all through the scenes of the New Testament.	1327	Palestine	Locality	Country									35.204684814000075	31.912721033000025	100	
Hadria	GPE	The sentiments that Henriette represented had become, to Hadria, as the walls of a prison from which she	1406	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	Such were the thoughts that wandered through Hadria's mind as she bent her steps towards the cottage	1409	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Southampton	GPE	she finally admitted that Ellen Jervis had an aunt at Southampton who was sending a little money for the support of	1411	Southampton, Hampshire, England, GBR	Locality	City				Southampton	Hampshire	England	United Kingdom	GBR	-1.4043040479999718	50.90488206900005	100	
Hadria	GPE	wrung out of a crowded day. An effort on Hadria's part, to make serious use of her musical	1447	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Paris	GPE	wife, whom Madame Bertaux had happened to meet in Paris, was a young, beautiful, and self-	1499	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Hadria	GPE	the first time that he had ever referred, in Hadria's presence, to the tragedy of the Priory.	1518	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
England	GPE	He had published a work on the old houses of England. The Priory figured among them. It was not	1655	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	? Health was health, though all the women of England were confirmed invalids. And with nothing less ought reasonable	1690	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Griffin	GPE	The atmosphere of Griffin-land, as Professor Theobald called it, while	1724	Griffin, GA, USA	Locality	City				Griffin	Spalding County	Georgia	United States	USA	-84.26359999999994	33.247100000000046	100	
ilex	GPE	, and the histrionic quality, just as the peaceful ilex learns to put forth thorns if you expose it to	1730	Ilex, 15 Ray Drive, Maidenhead, Berkshire, England, SL6 8, GBR	POI	Hostel	15 Ray Drive	Ray	15	Maidenhead	Berkshire	England	United Kingdom	GBR	-0.7060399999999731	51.524020000000064	100	
Italy	GPE	temper. I never saw a bluer sky in all Italy.”	1742	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Hadria	GPE	meeting,” announced Theobald, with a glance at Hadria.	1743	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Providence	GPE	. Professor Theobald said that it was a dispensation of Providence which intended the human race for social life. Lady	1766	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
England	GPE	; warm, luxuriant, picturesque, the pick of England to his mind. What could beat its woodlands,	1815	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	and green, than here in this perfect south of England home?”	1829	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Griffin	GPE	à propos of what we were talking of yesterday in Griffin-land.”	1896	Griffin, GA, USA	Locality	City				Griffin	Spalding County	Georgia	United States	USA	-84.26359999999994	33.247100000000046	100	
Hadria	GPE	Lady Engleton admitted, with a laugh that grated on Hadria. Professor Theobald had fallen behind with Joseph Fleming,	1983	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	. The sight seemed to stir up some demon in Hadria's bosom. Fantastic, derisive were her comments on	2012	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Marion	GPE	suppose, on the other hand, that this same Marion, on any day subsequent to this, should go	2034	Marion, OH, USA	Locality	City				Marion	Marion County	Ohio	United States	USA	-83.12851999999998	40.58382000000006	100	
St. Sebastian	GPE	! She would issue forth from that interview like another St. Sebastian, stuck all over with wounds and arrows. ‘	2034	San Sebastián, Guipúzcoa, País Vasco, ESP	Locality	City				San Sebastián	Guipúzcoa	País Vasco	España	ESP	-1.9776199999999449	43.31734000000006	100	
France	GPE	was built; and about them as come over from France and beat the English—shameful thing for our soldiers	2094	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Hadria	GPE	” observed Professor Theobald nervously, with a glance at Hadria, as if expecting derision.	2121	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	music to-night reveals to me new sides of Hadria's character.”	2158	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hongkong	GPE	to say. If I had married and settled in Hongkong, she would scarcely have minded, but as it	2171	Hongkong	Locality	Country							Hongkong, zvláštní admin. oblast	HKG	114.1193859870001	22.351958323000076	100	
Paris	GPE	“Valeria, do you know anyone in Paris to whom you could give me a letter of introduction	2241	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	“Are you going to Paris?” Valeria asked, startled.	2242	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	of this world. If you really are going to Paris, I shall feel happier if I know that Madame	2248	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Hadria	GPE	Miss Du Prel looked rather anxiously at Hadria and her sister-in-law, as they	2250	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	was a look of elation mixed with devilry, in Hadria's face. The two figures turned and entered the	2250	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
London	GPE	. The family with whom she was now living in London, not being related to her, offered but limited	2251	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Hadria	GPE	and it couldn't do them much harm. (Hadria bent low over her embroidery.)	2284	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	particulars. Henriette had to draw her own conclusions from Hadria's haggard looks, and the suppressed excitement of her	2303	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Hadria	GPE	youth would be the reward. Professor Theobald gazed at Hadria with startled and enquiring eyes, when they met again	2304	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
London	GPE	What an erratic person she is. She went to London the day before yesterday, and now she turns up	2327	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Hadria	GPE	Valeria explained her return to Hadria, by saying that she had felt so nervous about	2329	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
England	GPE	stirring dance!—But ah! I suppose, in this tamed England of ours, we should feel it artificial; we	2392	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Greece	GPE	we should fear to let ourselves go. But in Greece—if we could fancy ourselves there, shorn of	2392	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Greece	GPE	the light, the broad all-flooding light of Greece that her children dreaded to leave more than any other	2392	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Hadria	GPE	Engleton had risen laughing, and proposed a stroll to Hadria.	2396	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Greece	GPE	,” said Lady Engleton. “Our talking of Greece reminds me of some remark you made the other day	2398	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Greece	GPE	with a crash, so surely they brought ruin upon Greece.”	2410	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Greece	GPE	with a mighty crash, like my undermined city? Greece herself could not hold out. Ah, yes;	2413	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
England	GPE	The wonder of the flying land—England, England with her gentle homesteads, her people of	2432	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	The wonder of the flying land—England, England with her gentle homesteads, her people of the gentle	2432	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	rhythmically, in the steady, flashing movement through verdant England. The Real! that was the truly exquisite,	2433	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Hadria	GPE	they would both be infinitely happier and more harmonious in Hadria's absence. The whole source of their distress was	2445	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
France	GPE	“Have you ever been to France before, ma'am?” Hannah asked, perhaps noticing	2450	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Paris	GPE	“Yes, once; I spent a week in Paris with Mr. Temperley, and we went on afterwards to	2451	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
France	GPE	The coast of France had become clear, some time ago; they were	2454	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Boulogne	GPE	quickly to-day. Soon the red roofs of Boulogne were to be distinguished, with the grey dome of	2454	Boulogne, Pas-de-Calais, Hauts-de-France, FRA	Locality	City				Boulogne	Pas-de-Calais	Hauts-de-France	France	FRA	1.6139200000000642	50.72571000000005	100	
France	GPE	stained roof and narrow windows—where but in sunny France could one see its like?—and the little farmsteads and villages	2456	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
England	GPE	; but in revenge, there was something here that England could not boast. Was it fanciful to see in	2456	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Hadria	GPE	freezing purplish electric light. Yet even here, to Hadria's stirred imagination, there was a certain quality in	2462	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Titanic	GPE	stirred imagination, there was a certain quality in the Titanic building, which removed it from the vulgarity of English	2462	Titanic, OK, USA	Locality	Village				Titanic	Adair County	Oklahoma	United States	USA	-94.76693999999998	35.900900000000036	100	
Paris	GPE	station, and turned leftwards into the brilliant streets of Paris. It was hard to realize that all this stir	2464	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	, to spend the days in wandering incredulously through vernal Paris, over whose bursting freshness and brilliancy the white clouds	2472	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Dresden	GPE	Why should a woman treat herself as if she were Dresden china? She is more or less insulted and degraded	2478	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
china	GPE	should a woman treat herself as if she were Dresden china? She is more or less insulted and degraded whatever	2478	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Paris	GPE	The first three weeks in Paris had been given up to enjoying the new conditions of	2486	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Hadria	GPE	good situation, within easy distance of the scene of Hadria's future musical studies, and also within reach of	2486	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Paris	GPE	work, through some of the most charming parts of Paris. As for Martha, she was richly provided with	2487	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Hadria	GPE	. After many calculations and consultations with Madame Vauchelet, Hadria finally decided to rent, for three months, a	2493	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
Paris	GPE	over with pleasure in her new home, which breathed Paris from every pore. She had already surrounded herself with	2495	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
England	GPE	not steel herself against the letters that she received from England.	2496	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Hadria	GPE	Henriette always finished her letters with an entreaty to Hadria to return. People were talking so. They suspected	2498	Hadria, Jhābua, Madhya Pradesh, IND	Locality	City					Jhābua	Madhya Pradesh	India	IND	74.94653000000005	22.934790000000078	100	
England	GPE	Madame Bertaux, who had just returned from England to her beloved Paris, reported to Hadria, when	2499	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
