Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
London	GPE	"We intend to leave Stowbury and going to live in London."""	531	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"""Going to live in London!"""	532	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	conclude you will not wish to go with us to London; and it would be hardly advisable you should.	543	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	", Elizabeth, you would really like to go to London?"""	549	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	, it would have been hard to go into her London kitchen and meet a strange London face, instead of	553	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	to go into her London kitchen and meet a strange London face, instead of that fond homely one of Elizabeth	553	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	, she thought it right to explain to her that London life might have many difficulties, that; for the	554	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	's mother, who was reported to have gone to London. But Miss Hilary explained that this meeting was about	560	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"""I wonder, Elizabeth, what sort of place London is, and what our life will be in it"	566	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	coquetry refused him, he set off on horseback to London, and she was so wretched to think of all	569	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	the dangers he ran on the journey, and in London itself, that she never rested till she got him	569	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"you say? Do you mean to get married in London, Elizabeth?"""	570	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
England	GPE	class carriage, cheerless and cushionless, whirling through indefinite England in a way that confounded all their geography and topography	574	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
London	GPE	theirs. Anxious as she had been to go to London, and wise as the proceeding appeared, now that	576	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"sister. Go and look out of the window at London."""	578	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	which began to rise in the rainy horizon was indeed London. Soon through the thickening nebula of houses they converged	579	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	used to go to, on his frequent journeys to London, and whence, indeed, he had been brought	592	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"less strange than the rest, in this dreariness of London. So she proposed going to the ""Old Bell"	592	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Holborn	GPE	"she proposed going to the ""Old Bell,"" Holborn."	592	Holborn, Camden, Greater London, England, GBR	Locality	District				Camden	Greater London	England	United Kingdom	GBR	-0.11281912299995156	51.517016958000056	100	
London	GPE	awake half the night of this their first night in London. And when they sat down to breakfast — having	598	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Holborn	GPE	rain had brightened till Holborn Bars looked cheerful, and Holborn pavement actually clean, so that, as Elizabeth said	599	Holborn, Camden, Greater London, England, GBR	Locality	District				Camden	Greater London	England	United Kingdom	GBR	-0.11281912299995156	51.517016958000056	100	
London	GPE	was the one only thing she condescended to approve in London. She had sat all evening mute in her corner	599	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	not send her away into the terra incognita of a London hotel. Ascott, at first considerably annoyed at the	599	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"""Elizabeth, come and look out at London."""	600	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"Impossible! I always understood ladies could go nowhere in London without a gentleman!"""	603	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Holborn	GPE	"and hurrying crowd of the ""sunny side"" of Holborn in July."	607	Holborn, Camden, Greater London, England, GBR	Locality	District				Camden	Greater London	England	United Kingdom	GBR	-0.11281912299995156	51.517016958000056	100	
London	GPE	it. The intense solitude that there is in a London crowd these country girls — for Miss Hilary herself was	608	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"""That's London ways, I suppose,"" said she, severely"	610	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	her. She thought she would be much happier in London; that in the long years to come that must	611	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	noticed the distance they must have walked till the close London air began to oppress her, and the smooth glaring	613	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	air began to oppress her, and the smooth glaring London pavements made her Stowbury feet ache sorely.	613	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	would ever come upon her in this strange desert of London, the vastness of which grew upon her every hour	619	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	as well as body after a day's wandering in London. Hilary's courage began to ebb. Oh for	625	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	The servant — a London lodging house servant all over — didn't know;	639	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	, who was after the same pattern of the dozen London landladies with whom Hilary had that day made acquaintance,	639	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	woman was sharp of perception — as often-cheated London landladies learn to be. After looking keenly at mistress	643	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	street; now sinking into the dull shadow of a London afternoon.	649	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"say it — ""remember we are all strangers in London, and family matters are best kept within the family"	657	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	in her moist sugar; also with the conviction that London tradesmen were the greatest rogues alive. Secondly, a	662	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"and dirt. Elizabeth set all this down as ""London,"" and hated it accordingly."	663	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kidderminster	GPE	on the walls, the large patterned, many colored Kidderminster on the floor, gave an involuntary sense of discomfort	664	Kidderminster, Wyre Forest, Worcestershire, England, GBR	Locality	City				Wyre Forest	Worcestershire	England	United Kingdom	GBR	-2.2492276909999305	52.38821231700007	100	
London	GPE	list is always swelled along the shady side of a London street.	664	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"— what is so dull as a ""quiet"" London street on a summer evening? — actually made Elizabeth"	666	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	key — a — oh, she knows. Every London house has it. Tell her I'll take care	684	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	they half feared whether the whole change from Stowbury to London had not been a mistake — one of those sad	694	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	at all risks and costs, they had come to London to be beside him, to help him, to	697	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Hampstead	GPE	; some fellows that I dine with, out at Hampstead, or Richmond, or Blackwell, every Sunday.	701	Hampstead, QC, CAN	Locality	City				Hampstead	Communauté-Urbaine-de-Montréal	Québec	Canada	CAN	-73.64813499999997	45.480765000000076	100	
Richmond	GPE	that I dine with, out at Hampstead, or Richmond, or Blackwell, every Sunday. Nothing wicked,	701	Richmond, CA, USA	Locality	City				Richmond	Contra Costa County	California	United States	USA	-122.34292999999997	37.93784000000005	100	
Carthage	GPE	could achieve, sat like Marius among the rains of Carthage, and sighed for the tidy bright house place at	710	Carthage, MO, USA	Locality	City				Carthage	Jasper County	Missouri	United States	USA	-94.31399999999996	37.17675000000003	100	
London	GPE	, from her brief experience, she had decided that London people were horrid shams, because they did not in	710	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	boy, the little fellow who had gone up to London to seek his fortune, and had, strange to	720	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	", that was tacitly ignored by both — but of London, and then of ""my house in Russell Square"	722	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Miss.	GPE	"""Glad to see you, Miss. Long time since we met — neither of us so"	734	Mississippi, USA	Locality	State or Province						Mississippi	United States	USA	-89.65717580799998	32.72397779900007	100	
gayeties	GPE	who, having neither heart nor money to spend in gayeties, live forlorn in London lodgings, and knowing nobody	757															nothing found
London	GPE	nor money to spend in gayeties, live forlorn in London lodgings, and knowing nobody, have nobody to visit	757	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	But Hilary never did. To any body who knows London this will not be surprising. — The wonder was	761	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	long days of absence, wandering from one end of London to the other, after advertisements that she had answered	765	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	wants which assail decent poverty every where, especially in London.	765	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	me; and people may wear what they like in London. Don't look so grave, Elizabeth. What	768	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	", even though ""people might wear any thing in London."" Still, she put it on with a"	772	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Providence	GPE	unaccountable for, except by the belief in the inscrutable Providence which	781	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
London	GPE	". It seems so very hard to get teaching in London. But I beg your pardon."""	796	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Scotland	GPE	a 'sair fecht,' as we say in Scotland, before I could earn even my daily bread.	797	Scotland, GBR	Locality	State or Province						Scotland	United Kingdom	GBR	-4.181296541999927	56.84002490600005	100	
London	GPE	"you!"" said Hilary, not sufficiently initiated in London caution to dread making a new acquaintance. Besides,"	800	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"class; and in the provinces sharper than even in London is drawn the line between the richest tradesman who """	860	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"keeping one of the best ladies' outfitting warehouses in London."""	865	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Belgravia	GPE	be inherited by — nobody; or a house in Belgravia, and an opera-box, to be shared	867	Belgravia, City of Westminster, Greater London, England, GBR	Locality	District				City of Westminster	Greater London	England	United Kingdom	GBR	-0.151303569999925	51.49672173600004	100	
London	GPE	in setting up various small shops in the environs of London, in her own former line, and others —	871	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kensington	GPE	lady, she has managed my stationer's business at Kensington these two years, and now she is going to	874	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
London	GPE	her friends, and exposed to all the annoyances of London lodgings; that many trifles might happen to worry and	900	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	"""Not one in London; except, perhaps, Mr. Ascott, and I"	948	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kensington	GPE	wished that the shop were a little further off than Kensington, and hoped the name of Leaf would not be	968	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
India	GPE	day. It the morning had come the letter from India never omitted, never delayed; Robert Lyon was punctual	972	India	Locality	Country							India	IND	79.44332654800007	23.379379735000043	100	
Kensington	GPE	's end, Hilary went patiently to her work at Kensington, and Selina began the preparations for her wedding.	976	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
London	GPE	remained as old-fashioned as ever; acquired no London ways, no fripperies of dress or flippancies of manner	979	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Westminster Abbey	GPE	a Sunday afternoon, Miss Hilary sometimes took her to Westminster Abbey or St. Paul's; when her pleasure and gratitude	980	Westminster Abbey, Westminster Abbey, Broad Sanctuary, London, England, SW1P 3, GBR	POI	Historical Monument	Westminster Abbey, Broad Sanctuary	Broad Sanctuary		London	London	England	United Kingdom	GBR	-0.12733999999994694	51.49929000000003	100	
London	GPE	more commonplace and yet natural cause, the living in London lodgings, without even a change of air from room	981	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Dulwich	GPE	prenuptial visit to Mr. Ascott's partner's wife at Dulwich.	998	Dulwich, Southwark, Greater London, England, GBR	Locality	District				Southwark	Greater London	England	United Kingdom	GBR	-0.08014437599996427	51.43538031700007	100	
Birmingham	GPE	say if any body wanted him he was gone to Birmingham, and would not be home till Monday. And	1001	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
Kensington	GPE	be betrayed to a stranger — but a letter to Kensington. With an effort Elizabeth composed herself sufficiently to write	1029	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
London	GPE	Elizabeth, for the first time since she came to London, took a comfortable meal in a comfortable kitchen,	1055	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	where she knew Robert Lyon, had he been in London, would never have allowed her to go. Now	1069	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Oxford	GPE	— the common, everyday winter sun of Regent and Oxford streets — she walked now as brightly and bravely as	1110	Oxford, Oxfordshire, England, GBR	Locality	City				Oxford	Oxfordshire	England	United Kingdom	GBR	-1.257628795999949	51.751982637000026	100	
India	GPE	of something — some opening for a young surgeon in India, or some temporary appointment for the voyage out and	1213	India	Locality	Country							India	IND	79.44332654800007	23.379379735000043	100	
England	GPE	years now — it would be before he returned to England. Also, to speculate when and where they would	1215	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Kensington	GPE	"""for I want you to start at once for Kensington to fetch Miss Hilary. Don't frighten her —"	1272	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
London	GPE	sister knew she strongly disliked — sending Elizabeth wandering through London at night, and fetching Hilary home before the time	1281	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	with his temperament, stand against the countless dangers of London life; of any life where a young man is	1283	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kensington	GPE	They walked down the gas-lit Kensington High Street, Hilary taking her servant's arm;	1301	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
London	GPE	things to himself. To search for him in wide London was altogether impossible.	1316	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
England	GPE	, or perhaps waiting for an opportunity to escape from England — from the fear that his godfather, even if	1327	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
America	GPE	think over every word he had ever let fall about America, Australia, or any other place to which the	1328	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
Australia	GPE	every word he had ever let fall about America, Australia, or any other place to which the hopeless outlaws	1328	Australia	Locality	Country							Australia	AUS	134.48403119800003	-25.70993156999998	100	
London	GPE	which her affections clung. In these dreary wilds of London, to hear a Stowbury tongue, to catch sight	1348	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Miss.	GPE	"""Well, Miss. I hope you'll know me again next time."	1349	Mississippi, USA	Locality	State or Province						Mississippi	United States	USA	-89.65717580799998	32.72397779900007	100	
London	GPE	not to be expected that she should recognize in this London stranger the little lad whose life she had saved —	1357	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	would hunt her out, though it were half over London.	1373	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kensington	GPE	, Hilary had on the Monday morning to return to Kensington and work, work, work, as nothing were	1385	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
Kensington	GPE	Nevertheless, on some errand or other she came to Kensington nearly every evening and took Hilary back with her to	1387	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
Kensington	GPE	monthly installments, to be deducted from her salary at Kensington.	1418	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
Kensington	GPE	"relations entirely distinct and apart. Whenever she went to Kensington or her other establishments she was always emphatically ""the"	1441	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
London	GPE	the most of what remains. Are you aware that London lodgings are very expensive? I am thinking that if	1473	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kensington	GPE	thinking that if you were to exchange out of the Kensington shop into another I have at Richmond, I could	1473	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
