Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Salle	GPE	“Through a German I know — Salle, Salla, or something.”	31	Salle, Bagmati, NPL	Locality	City				Salle	Kabhrepalanchok	Bagmati	Nepal	NPL	85.76326000000006	27.60973000000007	100	
Cairo	GPE	name for Hobson: “The olde Crow of Cairo,” rather longer.	42	Cairo, EGY	Locality	City					Cairo	Cairo	Arab Republic of Egypt	EGY	31.235250000000065	30.04427000000004	100	
Cairo	GPE	He had been hustled — through his vanity, the Cairo Cantabian thought — somewhere where the time could be	53	Cairo, EGY	Locality	City					Cairo	Cairo	Arab Republic of Egypt	EGY	31.235250000000065	30.04427000000004	100	
caws	GPE	Hobson let himself go in whoops and caws, as though Tarr had been pressing him to perform	83	Cawas, Jawa Tengah, IDN	Locality	District				Cawas		Jawa Tengah	Indonesia	IDN	110.71430000000004	-7.767009999999971	80	
Cambridge	GPE	unit, with a profound esprit de corps. The Cambridge set that you represent is as observed in an	125	Cambridge, Cambridgeshire, England, GBR	Locality	City				Cambridge	Cambridgeshire	England	United Kingdom	GBR	0.11970858700004783	52.204875135000066	100	
Berne	GPE	unsatisfied. — He rushed away from the café Berne still strong and with much more to say.	143	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Paris	GPE	commerce. He had started a motor business in Paris, and through circularizing the Americans resident there and	145	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
South Africa	GPE	 the ambition of getting Hobson into a bank in South Africa.	146	South Africa	Locality	Country							South Africa	ZAF	25.085049940000033	-28.997182287999976	100	
Yankee	GPE	a check cap phenomenally peaked. A sweater and Yankee jacket exaggerated his breadth. He was sunk in	147	Yankee, NM, USA	Locality	Village				Yankee	Colfax County	New Mexico	United States	USA	-104.32906999999994	36.94450000000006	100	
Tout	GPE	figure, and so get some little compensation. Tout au plus, if the sentimental grin would not 	185	Tout, Dakar, SEN	POI	Mountain						Dakar	Sénégal	SEN	-17.155279999999948	14.675000000000068	100	
England	GPE	my fault. With the training you get in England, how can you be expected to realize anything ?	205	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
England	GPE	? The University of Humour that prevails everywhere in England as the national institution for developing youth, provides	205	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Samaritaine	GPE	“No. — Take me as far as the Samaritaine, will you ?”	226	La Samaritaine, Eure-et-Loir, Centre, FRA	Locality	City				La Samaritaine	Eure-et-Loir	Centre	France	FRA	1.3007300000000441	48.066700000000026	98.41	
Lowndes	GPE	even in the morning, strange to say) in Lowndes’ studio, rapidly sucking a pipe, blinking,	238	Lowndes, MO, USA	Locality	City				Lowndes	Wayne County	Missouri	United States	USA	-90.26957999999996	37.149830000000065	100	
Berlin	GPE	Lowndes had spent two years in Berlin and Munich. Many of his friends were Austrian.	258	Berlin, DEU	Locality	City				Berlin	Berlin	Berlin	Deutschland	DEU	13.376910000000066	52.51604000000003	100	
Munich	GPE	Lowndes had spent two years in Berlin and Munich. Many of his friends were Austrian.	258	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Berne	GPE	 easy. But ever since his conversation at the Berne he had been conscious of the absurd easiness of	287	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Paris	GPE	duration could not be gauged.—He wished to stay in Paris just then to finish some paintings begun some months	288	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
England	GPE	 had thought that, instead of going away to England-where the separation might cause him restlessness, 	289	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Floridas	GPE	from some immense and tropic gulf, neighboured by Floridas of remote invasions. He ambled down it puissantly	292	Floridas, Jalan Trans Halmahera, Oba Utara, Maluku Utara, 97835, IDN	POI	Indonesian Food	Jalan Trans Halmahera	Trans Halmahera		Oba Utara		Maluku Utara	Indonesia	IDN	127.56732000000011	0.7410300000000234	100	
Paris	GPE	reserve of keen business preoccupations, showed the usual Paris commerçante. The white, black, and slate	294	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Fairyland	GPE	the trees, sultry smoke volumes from factories in Fairyland. Its   novelty, fresh yet dead, had	296	Fairyland, Queensland, AUS	Locality	City				Fairyland		Queensland	Australia	AUS	150.92752000000007	-26.51586999999995	100	
Munich	GPE	Prussian art periodicals, the arid, empty intellectualism of Munich. She had been a heavy baby. Her	301	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Normandy	GPE	dislike this face extremely), brass jars from Normandy, a photograph of Mona Lisa (Tarr hated	309	Normandy, FRA	Locality	State or Province						Normandie	France	FRA	0.11099757300002011	49.120065287000045	100	
Viennese	GPE	humorous,  superficial natures, a Venetian or a Viennese, the easy product of a cynical and abundant	337	Viennese, Via Marsala 64, 00185, Roma, ITA	POI	Hotel	Via Marsala 64	Marsala	64	Roma	Roma	Lazio	Italia	ITA	12.503430000000037	41.90181000000007	100	
Sorbet	GPE	“Vous êtes mon goût, Sorbet. Du bist mein gesmack,” she would say	347	Sorbet, Sandown, Johannesburg, Gauteng, 2196, ZAF	POI	Sports Center				Johannesburg	Johannesburg	Gauteng	South Africa	ZAF	28.05484000000007	-26.108239999999967	100	
Liberty	GPE	was it not merely restlessness of youth, propaganda of Liberty, that a year or so would see in	443	Liberty, MO, USA	Locality	City				Liberty	Clay County	Missouri	United States	USA	-94.41941999999995	39.24538000000007	100	
Limbo	GPE	, that a year or so would see in Limbo ? For was he not a “marrying man	443	Limbo, Gadzi, Mambéré-Kadéï, CAF	Locality	Village				Gadzi		Mambéré-Kadéï	République Centrafricaine	CAF	16.178870000000074	5.04672000000005	100	
directer	GPE	Comedy being always the embryo of Tragedy, the directer nature weeps. Women are of course directer than	454	Director, Гилянская улица, Астрахань, Астраханская область, 414000, RUS	POI	Clothing Store	Гилянская улица	Гилянская		Астрахань	Астрахань	Астраханская область	Russian Federation	RUS	48.05040000000008	46.343440000000044	87.5	
Paris	GPE	He was shaving himself, one eye fixed on Paris. It beat on this wall of Paris drearily	503	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	on Paris. It beat on this wall of Paris drearily. Had it been endowed with properties of	503	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	The Pas de Calais had somehow produced her. Paris, shortly afterwards, had put the mark of its	513	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Berne	GPE	They got near the Berne.	552	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Paris	GPE	Nine months previously Kreisler had arrived in Paris at the Gare de Lyon, from Italy. He	576	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Italy	GPE	arrived in Paris at the Gare de Lyon, from Italy. He had left Rome, according to his	576	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Rome	GPE	de Lyon, from Italy. He had left Rome, according to his account, because the Italian 	576	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Paris	GPE	. — For some time he stood on the Paris platform, ulster thrown back, smoking a lean 	579	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	in it. He was glad to be in Paris. How busy the women, intent on travel,	579	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Rome	GPE	Volker had not done this in Rome. — Even there he had given indications of latent	586	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Paris	GPE	been curbed by classic presences. Since arriving in Paris he had blossomed prodigiously. He dealt out a	586	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Rome	GPE	good journey ? Your letter amused me ! — So Rome became too hot ?”	590	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Rome	GPE	 toasting the creditors Kreisler had left behind in Rome.	597	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Rome	GPE	-reaching of civilized matter. It was in Rome or in Paris. It had an air of possession	598	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Paris	GPE	civilized matter. It was in Rome or in Paris. It had an air of possession everywhere.	598	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	air of possession everywhere. Volker was stranger in Paris than his  companion, who had only just arrived	598	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	He had not had the time to solidify yet in Paris by all rights, and yet was so solid	600	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	and accustomed at once. This body was in Paris now ! — with an heroic freedom.	600	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Calais	GPE	and his mother at Berck-sur-Mer or Calais. He would have gone home for a week	602	Calais, Pas-de-Calais, Hauts-de-France, FRA	Locality	City				Calais	Pas-de-Calais	Hauts-de-France	France	FRA	1.854585802000031	50.95261039300004	100	
Paris	GPE	In Paris Ernst Volker had found himself. It seemed especially constructed	604	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	 him because he was small. For money in Paris represented delicate things, in Germany chiefly gross	604	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Germany	GPE	For money in Paris represented delicate things, in Germany chiefly gross ones. His money lent him more	604	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Rome	GPE	borrowed, when   his allowance arrived. But in Rome, and earlier for a short time in Munich	606	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Munich	GPE	Rome, and earlier for a short time in Munich, his friend’s money was not of so	606	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Paris	GPE	financial void caused by Volker’s going off to Paris. He had not formulated to himself the real	606	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
florid	GPE	and kicked him out I” he ended with florid truculence.	609	Florid, IL, USA	Locality	Village				Florid	Putnam County	Illinois	United States	USA	-89.28627999999998	41.22843000000006	100	
Munich	GPE	By the way, Otto, you remember Blauenstein at Munich——?”	614	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Berne	GPE	He was taken round to the Berne after dinner. He did not realize what awaited him	630	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Berne	GPE	, who occasionally sat amongst the Germans at the Berne. Volker saw more of him than anybody.	640	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Paris	GPE	Ernst introduced Kreisler next to another sort of Paris compatriot. It was a large female contingent this	644	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Berne	GPE	weakness. A straitened week ensued. At the Berne he had lost his nerve in some way;	649	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Berne	GPE	A man appeared one day in the Berne who had known Kreisler in Munich. The story of	659	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Munich	GPE	one day in the Berne who had known Kreisler in Munich. The story of Kreisler’s marrying his fiancee	659	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Berne	GPE	 for at last with his own person. The Berne was  also informed that Kreisler had to keep seventeen	659	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Munich	GPE	also informed that Kreisler had to keep seventeen children in Munich alone; that he only had to look at	659	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Rome	GPE	boyhood, requiring instruction, that Kreisler left for Rome. Since then a small society had been founded	659	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Bavaria	GPE	Since then a small society had been founded in Bavaria to care for Kreisler’s offsprings throughout Germany.	659	Bavaria, DEU	Locality	State or Province						Bavaria	Federal Republic of Germany	DEU	11.41932253400006	48.947687012000074	100	
Germany	GPE	in Bavaria to care for Kreisler’s offsprings throughout Germany. This great capacity of Otto’s was,	659	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Berne	GPE	passed an occasional evening with the Germans at the Berne, and started a portrait of Suzanne, who	666	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Paris	GPE	“How is Herr Volker ? Is he out of Paris ?” Fraulein Lipmann asked him when they met.	667	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	The Restaurant Lejeune, like many others in Paris, had been originally a clean, tranquil little creamery	676	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	, I suppose you have not been long in Paris ?”	691	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
America	GPE	No, I only arrived a week ago, from America.” She settled her elbows on the table for	692	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
Munich	GPE	possessed. I got a girl-friend in Munich to write enthusiastic letters : her people lived quite	733	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Germany	GPE	people lived quite near us when we were in Germany.”	733	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Berne	GPE	in the likeliest direction. — At the Café Berne corner, where several new vistas opened, there	736	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Juan Soler’s	GPE	such as this, the Cafe de Berne, and Juan Soler’s School of Art, he shared with others. On	766	Juan Soler, San José, URY	Locality	City				Juan Soler		San José	Uruguay	URY	-56.80535999999995	-34.322419999999966	95.99	
Paris	GPE	Perhaps Anastasya had left Paris ? This solution, occurring sometimes, had only made	775	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Italy	GPE	a friend through whom they had known each other in Italy.	783	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Berne	GPE	hurry ? Come and have a drink  at the Berne,” Kreisler suggested when he had made up	802	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Berne	GPE	. They were now sitting on the terrasse at the Berne. He had developed a particular antipathy to borrowing	809	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Juan Soler’s	GPE	far beyond the street Volker lived in, near Juan Soler’s atelier. He gazed down the street towards the	816	Juan Soler, San José, URY	Locality	City				Juan Soler		San José	Uruguay	URY	-56.80535999999995	-34.322419999999966	95.99	
Berlin	GPE	“In Berlin, you know. It has not gone badly.	822	Berlin, DEU	Locality	City				Berlin	Berlin	Berlin	Deutschland	DEU	13.376910000000066	52.51604000000003	100	
Berne	GPE	home working. Have you been round at the Berne ?” He spoke rapidly and confidentially, as	822	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Berne	GPE	Volker. He saw himself starting up from the Berne a quarter of an hour before, steaming away 	826	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Humouring	GPE	and send puffing away in the opposite direction. Humouring this fancy, he entered the studio with the	827	YunnanLijiangHukouqing	Locality	City					Lijiang	Yunnan	中國	CHN	100.95100000000008	26.31850000000003	77.78	
Berne	GPE	. He left and returned to the neighbourhood of the Berne by the same and longest route, as though	830	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Berne	GPE	Otto’s compatriots at the Berne were sober and thoughtful, with discipline in their idleness	834	Berne, CHE	Locality	City				Berne	Bern-Mittelland	Berne	Suisse	CHE	7.44046000000003	46.94843000000003	100	
Germany	GPE	of their life — his being, not for Germany, exactly, but for the romantic, stiff	835	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Paris	GPE	“Hang that little  Ernst! I come to Paris, I am ashamed to say, partly for him	848	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	racking his brains about it. Should he leave Paris? But he was mutinous. The occurrence of	854	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	as a place where the English Société permanente in Paris meet.”	891	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	. They tramped on under the small uniform trees Paris is planted with, a tame and insipid obsession	918	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	for him was hardly nine months old',,and belonged to Paris, where there was no romance. For Bertha 	919	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
ill-temperedly	GPE	. Now he accepted her present genuineness, but ill-temperedly substituted complete boredom for mistrust, and at 	934	Temperly, Burj Khalifa, Dubai, ARE	POI	Specialty Store				Burj Khalifa	Dubai	Dubai	Emirates	ARE	55.28009000000003	25.19882000000007	70.65	
Paris	GPE	 life — far more than if she should leave Paris, their continuance of relations must be made impossible	936	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Germany	GPE	of the facilities for the disposing of a watch in Germany and France.	958	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
France	GPE	facilities for the disposing of a watch in Germany and France.	958	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
simoon	GPE	. She felt wrapt in the midst of a simoon — she had not two connected thoughts. All 	975	Simoron, улица Кирова, 39, Калуга, Калужская область, 248001, RUS	POI	Clothing Store	улица Кирова, 39	Кирова	39	Калуга	Калуга	Калужская область	Russian Federation	RUS	36.26604000000003	54.51361000000003	85.71	
Berlin	GPE	handsome person, had told them that while in Berlin she had allowed a young painter to kiss her	985	Berlin, DEU	Locality	City				Berlin	Berlin	Berlin	Deutschland	DEU	13.376910000000066	52.51604000000003	100	
England	GPE	devil!” People are seldom so rude in England. Preparation for outbursts of potential rudeness form a	1008	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Pologne	GPE	“Comme toute la Pologne! As drunk as the whole of Poland!”	1011	Pologne	Locality	Country							Pologne	POL	19.39876898600005	52.12379015400006	100	
Poland	GPE	toute la Pologne! As drunk as the whole of Poland!” he affirmed. But he only gave 	1011	Poland	Locality	Country							Poland	POL	19.39876898600005	52.12379015400006	100	
JEST	GPE	A JEST TOO DEEP FOR LAUGHTER	1058	Jest, Pradeep Bhatiya Marg, Rohinee, Naee Dillee, Uttar Paschim, Dillee, 110085, IND	POI	Fitness Center	Pradeep Bhatiya Marg	Pradeep Bhatiya		Naee Dillee	Uttar Paschim	Dillee	Bharat	IND	77.12333000000007	28.706800000000044	100	
Germany	GPE	, quiet, sleek animal, the letter from Germany crept under the door the next morning, and	1059	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Germany	GPE	him to settle up his affairs and come to Germany at once.	1060	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Schwein	GPE	sound of the word contained : “Schwein, Schwein, Schwein !”	1061	Schwerin, Mecklenburg-Vorpommern, DEU	Locality	City				Schwerin	Schwerin	Mecklenburg-Vorpommern	Deutschland	DEU	11.416570000000036	53.62591000000003	87.5	
England	GPE	at the Gare St. Lazare, on my way to England. You have made things much easier for me	1070	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
London	GPE	next few months will be 10 Waterford Street, London, W.C. — Yours, “SORBETT.”	1071	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Dieppe	GPE	 had left her becalmed and taken the train for Dieppe instead of coming in her direction.	1076	Dieppe, Seine-Maritime, Normandie, FRA	Locality	City				Dieppe	Seine-Maritime	Normandie	France	FRA	1.0776488240000504	49.92281048000007	100	
Belgium	GPE	more harrowing spectacle than the use of dogs in Belgium or women in England.”	1084	Belgium	Locality	Country							Belgium	BEL	4.661070427000027	50.640682937000065	100	
England	GPE	the use of dogs in Belgium or women in England.”	1084	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Darmstadt	GPE	had just received: “Put off that little Darmstadt woman. Let’s be alone.”	1092	Darmstadt, Hessen, DEU	Locality	City				Darmstadt	Darmstadt	Hessen	Deutschland	DEU	8.650130000000047	49.87264000000005	100	
Paris	GPE	on the eve of an expedition to a village near Paris. She had promised to take a girl down	1093	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Darmstadt	GPE	had stayed there once or twice herself. The Darmstadt girl had not been taken. Sorbert and she	1093	Darmstadt, Hessen, DEU	Locality	City				Darmstadt	Darmstadt	Hessen	Deutschland	DEU	8.650130000000047	49.87264000000005	100	
Chagrin	GPE	having  quarrelled somehow or other in the inn. Chagrin and regret for him struck her a series of sharp	1093	Chagrin, OH, USA	Locality	City				Willoughby	Lake County	Ohio	United States	USA	-81.40649999999994	41.639770000000055	100	
Kreisleriana	GPE	There were to be no more explanations. In Kreisleriana her apport was very important: much more definite	1117															nothing found
Germany	GPE	change in her life. She might go to Germany ; she might go to another quartier. To 	1143	Germany	Locality	Country							Federal Republic of Germany	DEU	10.39227793200007	51.11063104900006	100	
Paris	GPE	“I thought you’d left Paris !” She had no information of this sort,	1149	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	, but was inclined to rebuke him for not leaving Paris.	1149	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	I should like to know. I shall never leave Paris ; at least——”	1150	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Dresden	GPE	her rooms. Fraulein Elsa Kinderbach, one of the Dresden sisters already spoken of, interrupted her. At	1184	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
Paris	GPE	sent first to one place then another (now Paris) to be out of the way. Yet the	1187	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
England	GPE	know your dear ‘ Sorbert ’ * was going to England.” “Dein Sorbet” was the bantering	1188	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Paris	GPE	 will see, I am still here, in Paris. I am going to England this afternoon.	1227	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
England	GPE	here, in Paris. I am going to England this afternoon.	1227	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
