Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Brazil	GPE	waiting for the public-house to open.  Brazil nuts on a cold black Sunday morning are not exhilarating	9	Brazil	Locality	Country							Brazil	BRA	-53.073466888999974	-10.769946428999958	100	
London	GPE	as the day wore on the fog thickened.  London on a dark Sunday afternoon, more especially about Goodge	10	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
overmaster	GPE	space round them, the removal of everything which may overmaster them, and constant delicate attention.  They require	12	Covermaster, 100 Westmore Dr, Toronto, ON, M9V 5C3, CAN	POI	Fitness Center	100 Westmore Dr	Westmore	100	Toronto	Toronto	Ontario	Canada	CAN	-79.60302899999994	43.73618700000003	84	
London	GPE	the world.  The spectacle of the misery of London, and of the distracted swaying hither and thither of	13	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	to the enjoyment of the simplest pleasures so long as London was before him.  What a farce, he	13	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Drury Lane	GPE	M’Kay had found a room near Parker Street, Drury Lane, in which he proposed to begin, and that	14	Drury Lane, Clwyd, Wales, GBR	Locality	Village				Drury Lane	Clwyd	Wales	United Kingdom	GBR	-2.792402832999926	52.97589706300005	100	
London	GPE	announced his errand.  The ignorance and misery of London he said were intolerable to him.  He could	16	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
France	GPE	Leroy.  Why he did not go back to France I never heard, but I know that before I	17	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Unitarianism	GPE	for instance, I never heard her mention, but Unitarianism was hateful to her, and Jesus was her God	17	Unitarians, King Edward Street, Macclesfield, Cheshire, England, SK10 1, GBR	POI	Church	King Edward Street	King Edward		Macclesfield	Cheshire	England	United Kingdom	GBR	-2.129099999999937	53.261510000000044	85.67	
Providence	GPE	acquaintance” with Latin prosody, Chalmers’ opinion of Providence was much modified when he discovered what Providence was doing	21	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Providence	GPE	opinion of Providence was much modified when he discovered what Providence was doing for Butts.  Clem took to the	21	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Butts	GPE	.  There happened in those days to live near Butts a small squire, married, but with no family	24	Butts, MO, USA	Locality	Village				Butts	Crawford County	Missouri	United States	USA	-91.15619999999996	37.99626000000006	100	
Paris	GPE	and openly lived with strange women at home and in Paris, but this black background did but set off the	24	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
France	GPE	part of the country, and had been educated in France.  She was small, with black hair,	24	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Australia	GPE	, was no surprise.  He betook himself to Australia, his wife going with him.  I heard	29	Australia	Locality	Country							Australia	AUS	134.48403119800003	-25.70993156999998	100	
England	GPE	also that he was tired of school-keeping in England, and had determined to try his fortune in another	29	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
London	GPE	was starving, and he therefore accepted; came to London; got a room, one room only, near	38	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	been swept by the parish into the indiscriminate heap of London pauperism, and carted away to the Union, a	38	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
St. Clement’s	GPE	  He lived in a wretched alley which ran from St. Clement’s Church to Boswell Court—I have forgotten its name	39	ST. Clement's, 3 Mercatoria, St Leonards on Sea, East Sussex, England, TN38 0, GBR	POI	British Isles Food	3 Mercatoria	Mercatoria	3	St Leonards on Sea	East Sussex	England	United Kingdom	GBR	0.5572400000000357	50.851680000000044	100	
Yorkshireman	GPE	  His name was Cardinal.  He was a Yorkshireman, broad-shouldered, ruddy in the face,	40	Yorkshireman, 2 Rue Pacaris, 33400, Talence, Gironde, Nouvelle-Aquitaine, FRA	POI	Bar or Pub	2 Rue Pacaris	Pacaris	2	Talence	Gironde	Nouvelle-Aquitaine	France	FRA	-0.5845099999999661	44.79977000000008	100	
London	GPE	as he had the southern counties for his district, London was his home when he was not upon his journeys	40	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Providence	GPE	an immortal quotation from some unknown Greek author.  Providence, too, by no miracle, came to our	48	Providence, RI, USA	Locality	City				Providence	Providence County	Rhode Island	United States	USA	-71.41197999999997	41.82388000000003	100	
Plymouth	GPE	, and I passed, I believe, for a Plymouth brother.  The only thing which they could not	82	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
London	GPE	nothing about him.  I was a citizen walking London streets; I had my opinions upon human beings and	84	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	even a pride.  Immense masses of it in London are the merest slavery, and it is as mechanical	85	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	that he belongs to the vast crowd of people in London who are unimportant; almost useless; to whom it	85	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	antiquarian.  He had discovered in an excavation in London some Roman remains.  This had led him on	87	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Bexhill	GPE	Hastings at about eleven o’clock, and strolled westwards towards Bexhill.  Our pleasure was exquisite.  Who can	97	Bexhill, East Sussex, England, GBR	Locality	City				Bexhill	East Sussex	England	United Kingdom	GBR	0.47095000000007303	50.85023000000007	100	
London	GPE	To be free of the litter and filth of a London suburb, of its broken hedges, its brickbats,	97	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	manner which seemed supernatural to us Londoners.  In London we get the heat of the sun, but not	97	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	reached, no “plan of operations,” and London was forgotten for the time.  It lay behind	97	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Bexhill	GPE	Our train homewards was due at Bexhill a little after seven.  By five o’clock a	99	Bexhill, East Sussex, England, GBR	Locality	City				Bexhill	East Sussex	England	United Kingdom	GBR	0.47095000000007303	50.85023000000007	100	
Croydon	GPE	stopped by other trains, and before we came to Croydon we were an hour late.  We had now	99	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
London	GPE	of airs from the west.  The morning in London was foggy, so much so that we doubted at	102	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	whether we should go; but my long experience of London fog told me that we should escape from it with	102	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Guildford	GPE	got to the chalk downs away out by Letherhead and Guildford.  We took the early train to a point	102	Guildford, Surrey, England, GBR	Locality	City				Guildford	Surrey	England	United Kingdom	GBR	-0.5758869409999647	51.23944552900008	100	
Sussex	GPE	spread out before us, bounded by the heights of Sussex and Hampshire.  It was veiled with the most	102	Sussex, NB, CAN	Locality	City				Sussex	Kings County	New Brunswick	Canada	CAN	-65.51087299999995	45.723648000000026	100	
Hampshire	GPE	before us, bounded by the heights of Sussex and Hampshire.  It was veiled with the most tender blue	102	Hampshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.2853999999999246	51.05819000000008	100	
London	GPE	  Everything in the future, even the winter in London, was painted by Hope, and the death of	102	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
