Location,ent_type,context,p_no
spasammy,GPE,"respectful of course, free with their money in a spasammy sort of way, but—Some of 'em,",62
England,GPE,"Bladesover system has at least done one good thing for England, it has abolished the peasant habit of mind.",69
Europe,LOC,"the Vatican—and with most of the capitals of Europe as they had looked about 1780, by means of",70
Holland,GPE,. It had splendid adornments about each map title; Holland showed a fisherman and his boat; Russia a Cossack,70
Russia,GPE,"title; Holland showed a fisherman and his boat; Russia a Cossack; Japan, remarkable people attired in pagodas",70
Japan,GPE,"a fisherman and his boat; Russia a Cossack; Japan, remarkable people attired in pagodas—I say it",70
Poland,GPE,""" There were Terrae Incognitae in every continent then, Poland, Sarmatia, lands since lost; and many a",70
Sarmatia,LOC,"were Terrae Incognitae in every continent then, Poland, Sarmatia, lands since lost; and many a voyage I",70
Wales,GPE,"other end I have forgotten. Frederick, Prince of Wales, swaggered flatly over the one, twice life-",73
Sarmatia,LOC,carpet—it impressed me as about as big as Sarmatia in the store-room Atlas—were islands and,73
Sevres,GPE,"chintz-covered chairs and couches, tables, great Sevres vases on pedestals, a bronze man and horse.",73
china,GPE,"saloon door. A beast of an oscillating Chinaman in china, as large as life, grimaced and quivered to",75
London,GPE,"rate—and several of us were the sons of London publicans, who distinguished ""scraps"" where one meant",78
Euclid,GPE,"master and proprietor taught us arithmetic, algebra, and Euclid, and to the older boys even trigonometry, himself",78
the Wild West,LOC,"the pitch of buying pistols, by the legend of the Wild West. Young Roots from Highbury came back with a revolver",79
Highbury,GPE,"the legend of the Wild West. Young Roots from Highbury came back with a revolver and cartridges, and we",79
Goudhurst,GPE,"""cheeking"" people in vans and carts upon the Goudhurst road; and getting myself into a monstrous white mess",80
Nile,LOC,"streams came from the then undiscovered ""sources of the Nile"" in those days, all thickets were Indian jungles",80
the Prince Regent,LOC,"discreetly with that, the great doll's house that the Prince Regent had given Sir Harry Drew's first-born (",98
Bladesover park,LOC,wandering along one of those meandering bracken valleys that varied Bladesover park. And that day and for many days that kiss,129
West Woods,GPE,"I, and her half-brother-into those West Woods-they two were supposed to be playing in the",130
England,GPE,"stands out. The Warren, like most places in England that have that name, was not particularly a warren",131
England,GPE,", realised all that quality of modern upper-class England that never goes to the quick, that hedges about",144
Chatham,GPE,"will have to go off to your uncle Frapp at Chatham.""",168
Rochester,GPE,"narrow mean high road that threads those exquisite beads, Rochester and Chatham. He was, I must admit,",179
Chatham,GPE,"high road that threads those exquisite beads, Rochester and Chatham. He was, I must admit, a shock",179
Levant,GPE,"ages ago in the seaports of the sun-dry Levant, of balm of Gilead and manna in the desert",183
England,GPE,"If Bladesover is my key for the explanation of England, I think my invincible persuasion that I understand Russia",184
Russia,GPE,"England, I think my invincible persuasion that I understand Russia was engendered by the circle of Uncle Frapp.",184
Chatham,GPE,I could I escaped into the streets and tramped about Chatham. The news shops appealed to me particularly. One,185
Chatham,GPE,I have never revisited Chatham; the impression it has left on my mind is,186
England,GPE,"declared itself to be the land, to be essentially England; I have already told how its airy spaciousness,",186
Kent,GPE,corollary of that. Since the whole wide country of Kent was made up of contiguous Bladesovers and for the gentlefolk,186
Rochester,GPE,"I wandered up through Rochester once, and had a glimpse of the Stour valley",188
Stour,LOC,"through Rochester once, and had a glimpse of the Stour valley above the town, all horrible with cement works",188
Kent,LOC,"I happened upon a map of Kent in a stationer's window on Saturday, and that",236
Chatham,GPE,"my long tramp to Bladesover House. The distance from Chatham is almost exactly seventeen miles, and it took me",237
Thames,GPE,"Hall I looked back and saw the estuary of the Thames, that river that has since played so large a",238
Thames,GPE,"at the time I did not know it was the Thames, I thought this great expanse of mud flats and",238
London,GPE,"ships and a steamer or so, going up to London or down out into the great seas of the world",238
Chatham,GPE,"out stoutly, ""I won't go back to Chatham; I'll drown myself first."" The next",244
Paris,GPE,"and red bottles above. There was a plaster of Paris horse to indicate veterinary medicines among these breakables, and",251
Trump,GPE,—half an hour from midday! If the last Trump sounded I don't believe it would wake. Nobody,299
Tha'chu,GPE,"in some remarkable way become larger and central. ""Tha'chu, George?"" he cried, when the shop",302
Fison,GPE,"Her ladyship instantly fled to Folkestone with Miss Somerville and Fison, until the funeral should be over and my mother",336
London,GPE,"a pair of check trousers to the Judkins people in London to be dyed black, and they did not come",337
Avebury,GPE,"little black figures of my uncle and Rabbits, telling Avebury, the sexton and undertaker, that ""it had",345
England,GPE,"that make the framework of my mind. Bladesover illuminates England; it has become all that is spacious, dignified",346
Lichtenstein,GPE,"though everything had shivered and shrivelled a little at the Lichtenstein touch. The harp was still in the saloon,",347
china,GPE,", and a great number of ugly cats made of china—she ""collected"" china and stoneware cats—",347
china,GPE,"ugly cats made of china—she ""collected"" china and stoneware cats—stood about everywhere—in all",347
England,GPE,the broad slow decay of the great social organism of England. They could not have made Bladesover they cannot,348
Sussex,GPE,my heart. Wimblehurst is an exceptionally quiet and grey Sussex town rare among south of England towns in being largely,350
England,GPE,exceptionally quiet and grey Sussex town rare among south of England towns in being largely built of stone. I found,350
Chatham,GPE,"front of Bladesover the world had presented me, for Chatham was not so much a breach as a confirmation.",351
London,GPE,"wants things to happen 'scept me! Up in London, George, things happen. America! I wish",361
America,GPE,"! Up in London, George, things happen. America! I wish to Heaven, George, I'd",361
London,GPE,"rent-men are up there...."" He indicated London as remotely over the top of the dispensing counter,",362
London,GPE,"""You got to be in London when these things are in hand. Down here-!",373
Goudhurst,GPE,Heaven knows that at that cockney boarding-school at Goudhurst we were coarse enough; the Wimblehurst youngsters had neither,379
Goudhurst,GPE,"baseness of attitude. Whatever we exiled urbans did at Goudhurst was touched with something, however coarse, of romantic",379
London,GPE,"made me patient. ""Presently I shall get to London,"" I said, echoing him.",384
Ol Pondo,LOC,"him round the middle like his bottles are, with Ol Pondo on it. That's Latin for Impostor, George",387
snortings,GPE,"""rewarding."" It began with gusty blowings and snortings, and opened into a clear ""Ha ha!",392
Crystal Pallas,LOC,"reg'lar smartgoin', enterprisin' place-kind of Crystal Pallas.""",397
Marbel,GPE,"die-slowly tradespeople: Ruck, the butcher, Marbel, the grocer. Snape! Gord! George,",421
London,GPE,"""Goin' to make your fortun' in London, then?"" said Mr. Ruck, with slow",425
Steadhurst,GPE,"so up the downs and round almost as far as Steadhurst, home. My moods, as we went,",426
London,GPE,'s an important firm-one of the best in London. I looked to that. I might have got,433
London,GPE,"I had presently to arrange a holiday and go to London to matriculate, and so it was I came upon",452
London,GPE,"marked an epoch. It was my first impression of London at all. I was then nineteen, and by",452
Chatham,GPE,to that human wilderness had been my brief visit to Chatham. Chatham too had been my largest town. So,452
Chatham,GPE,human wilderness had been my brief visit to Chatham. Chatham too had been my largest town. So that I,452
London,GPE,"had been my largest town. So that I got London at last with an exceptional freshness of effect, as",452
Thames,GPE,"-crowded streets, peered down on and crossed the Thames with an abrupt eclat of sound. I got an",453
London,GPE,perplexing network of various and crowded streets. But this London was vast! it was endless! it seemed the,455
London,GPE,"'ll go somewhere. We don't get you in London every day.""",459
London,GPE,","" I said, ""I've never seen London before""; and that made him ask me what",460
London,GPE,"of it, and the rest of the talk was London, London, to the exclusion of all smaller topics",460
London,GPE,", and the rest of the talk was London, London, to the exclusion of all smaller topics. He",460
China,GPE,", but her complexion was just as fresh and her China blue eye as bright as in the old days.",461
London,GPE,"""London,"" she said, didn't ""get blacks",462
London,GPE,Their menage was one of a very common type in London. They occupied what is called the dining-room,466
London,GPE,", is the key. There are wide regions of London, miles of streets of houses, that appear to",467
Pentonville,GPE,"have been rushed into being, Campden Town way, Pentonville way, Brompton way, West Kensington way in the",467
West Kensington,GPE,"Campden Town way, Pentonville way, Brompton way, West Kensington way in the Victoria region and all over the minor",467
Victoria,GPE,"way, Brompton way, West Kensington way in the Victoria region and all over the minor suburbs of the south",467
London,GPE,"carry the moderately prosperous middle-class families out of London, education and factory employment were whittling away at the",468
London,GPE,"three went out from the front door to ""see London"" under my uncle's direction. She was the",469
London,GPE,in hunting for lodgings in any of the regions of London I have named.,470
London,GPE,"uncle, I say, decided I must be shown London, and out we three went as soon as my",471
London,GPE,pleased my uncle extremely to find I had never seen London before. He took possession of the metropolis forthwith.,472
London,GPE,". He took possession of the metropolis forthwith. ""London, George,"" he said, ""takes a",472
London,GPE,a very confused memory of that afternoon's inspection of London. My uncle took us to and fro showing us,473
London,GPE,"uncle took us to and fro showing us over his London, talking erratically, following a route of his own",473
Pampas,GPE,"one with rosaries and things. Fountains in it. Pampas grass. Hothouses.""",484
London,GPE,"Sesame to whatever pride and pleasure the grimy front of London hid from us that evening, I should have laughed",505
London,GPE,be swallowed up myself sooner or later by this dingy London ocean. The London that was to be an adventurous,508
London,GPE,sooner or later by this dingy London ocean. The London that was to be an adventurous escape from the slumber,508
Park Lane,GPE,. I saw my uncle pointing to the houses in Park Lane and showing a frayed shirt-cuff as he did,508
London,GPE,"Yes, that first raid upon London under the moist and chilly depression of January had an",510
London,GPE,"an epoch-making disappointment. I had thought of London as a large, free, welcoming, adventurous place",510
London,GPE,"that the dirt, the discouragement, the discomfort of London could be due simply to the fact that London was",511
London,GPE,"of London could be due simply to the fact that London was a witless old giantess of a town, too",511
London,GPE,I worked with the terror of the grim underside of London in my soul during all my last year at Wimblehurst,513
London,GPE,"I came to live in London, as I shall tell you, when I was",514
London,GPE,"movement. I do not remember my second coming to London as I do my first, for my early impressions",514
London,GPE,"or less imaginary account of how I came to apprehend London, how first in one aspect and then in another",515
London,GPE,". I find myself with a certain comprehensive perception of London, complete indeed, incurably indistinct in places and yet",515
London,GPE,London!,516
London,GPE,has grown up in me a kind of theory of London; I do think I see lines of an ordered,517
England,GPE,"book that I find in Bladesover the clue to all England. Well, I certainly imagine it is the clue",518
London,GPE,certainly imagine it is the clue to the structure of London. There have been no revolutions no deliberate restatements or,518
England,GPE,"no revolutions no deliberate restatements or abandonments of opinion in England since the days of the fine gentry, since 1688",518
London,GPE,. And as I have gone to and fro in London in certain regions constantly the thought has recurred this is,518
West End,LOC,"Bladesover and Eastry by all those regions round about the West End parks; for example, estate parks, each more",519
mufti,GPE,"and even more unmistakable valets, butlers, footmen in mufti. There were moments when I seemed to glimpse down",519
Belgravia,GPE,"Great-House region; passing south-westward into Belgravia, becoming diffused and sporadic westward, finding its last",520
Devonshire,GPE,"round and about Regent's Park. The Duke of Devonshire's place in Piccadilly, in all its insolent ugliness",520
Piccadilly,GPE,"'s Park. The Duke of Devonshire's place in Piccadilly, in all its insolent ugliness, pleases me particularly",520
Park Lane,GPE,"House is all in the manner of my theory, Park Lane has its quite typical mansions, and they run along",520
London,GPE,"; all these museums and libraries that are dotted over London between Piccadilly and West Kensington, and indeed the museum",521
Piccadilly,GPE,"these museums and libraries that are dotted over London between Piccadilly and West Kensington, and indeed the museum and library",521
West Kensington,GPE,"and libraries that are dotted over London between Piccadilly and West Kensington, and indeed the museum and library movement throughout the",521
Estates,GPE,"of Bladesover, of proliferating and overgrowing elements from the Estates, that to this day seems to me the best",522
London,GPE,"seems to me the best explanation, not simply of London, but of all England. England is a country",522
England,GPE,"explanation, not simply of London, but of all England. England is a country of great Renascence landed gentlefolk",522
England,GPE,"not simply of London, but of all England. England is a country of great Renascence landed gentlefolk who have",522
Piccadilly,GPE,touched by the American's profaning hand-and in Piccadilly. I found the doctor's house of the country,522
Westminster,GPE,"of a previous generation of gentlepeople, and down in Westminster, behind Palladian fronts, the public offices sheltered in",522
St. James's Park,GPE,"offices sheltered in large Bladesoverish rooms and looked out on St. James's Park. The Parliament Houses of lords and gentlemen, the",522
London,GPE,growth. The railway termini on the north side of London have been kept as remote as Eastry had kept the,523
South Eastern,LOC,"of the estates, but from the south, the South Eastern railway had butted its great stupid rusty iron head of",523
Westminster,GPE,"no protecting estate. Factory chimneys smoke right over against Westminster with an air of carelessly not having permission, and",523
London,GPE,"not having permission, and the whole effect of industrial London and of all London east of Temple Bar and of",523
London,GPE,and the whole effect of industrial London and of all London east of Temple Bar and of the huge dingy immensity,523
London,GPE,"of Temple Bar and of the huge dingy immensity of London port is to me of something disproportionately large, something",523
the West End,LOC,"dark and sinister toward the clean clear social assurance of the West End. And south of this central London, south-",523
London,GPE,"of the West End. And south of this central London, south-east, south-west, far",523
Croydon,GPE,"the affected carcass and protrudes such masses as ignoble comfortable Croydon, as tragic impoverished West Ham. To this day",523
West Ham,GPE,"such masses as ignoble comfortable Croydon, as tragic impoverished West Ham. To this day I ask myself will those masses",523
the West End,LOC,"Even in the West End, in Mayfair and the square, about Pall Mall",525
Park Lane,GPE,'s frayed cuff as he pointed out this house in Park Lane and that. That was so and so's who,525
London,GPE,"London! I came up to it, young and without",526
London,GPE,I had come to London as a scholar. I had taken the Vincent Bradley,527
South Kensington,GPE,minor Technical Board Scholarships at the Consolidated Technical Schools at South Kensington. This latter was in mechanics and metallurgy; and,527
South Kensington,GPE,start-off a pharmaceutical chemist could have; the South Kensington thing was worth about twenty-two shillings a week,527
London,GPE,"limited and so observant. Directly I came into the London atmosphere, tasting freedom, tasting irresponsibility and the pull",529
London,GPE,"and the latter kept the former at it, as London made clear.",529
London,GPE,"I did not realise all this when I came to London, did not perceive how the change of atmosphere began",531
London,GPE,"and to have it so fully and completely. In London I walked ignorant in an immensity, and it was",531
London,GPE,"place, I was distracted by voluminous new interests; London took hold of me, and Science, which had",531
London,GPE,"little formulae compacted in a book. I came to London in late September, and it was a very different",531
London,GPE,"in late September, and it was a very different London from that great greyly-overcast, smoke-stained",531
London,GPE,"tenderly spacious and fine under clear autumnal skies, a London of hugely handsome buildings and vistas and distances, a",531
London,GPE,"of hugely handsome buildings and vistas and distances, a London of gardens and labyrinthine tall museums, of old trees",531
West Brompton,GPE,palaces and artificial waters. I lodged near by in West Brompton at a house in a little square.,531
London,GPE,"So London faced me the second time, making me forget altogether",532
London,GPE,"found myself in the evenings poring over a map of London I had bought, instead of copying out lecture notes",532
Piccadilly,GPE,"wanted then to stay-if I went eastward towards Piccadilly, women who seemed then to my boyish inexperience softly",535
London,GPE,"day, after dull mornings, came twilight, and London lit up and became a thing of white and yellow",535
Chatham,GPE,"the harmonium (which reminded me of half-forgotten Chatham), and wishing all the sisters were not so",536
Highgate Hill,GPE,"-shop in a back street at the foot of Highgate Hill. His landlady, a pleasant, dirty young woman",538
Goudhurst,GPE,"men starting. Do you remember the old times at Goudhurst, our doll's-house island, the Retreat of",547
London,GPE,"""London,"" I began. ""It's-so enormous",556
England,GPE,always had a sort of implicit belief that in our England there were somewhere people who understood what we were all,566
London,GPE,"cut and certain, the immense effect of purposelessness in London that I was already indistinctly feeling. We found ourselves",567
London,GPE,"said, stopping and pointing to the great vale of London spreading wide and far. ""It's like a",568
London,GPE,"garden slopes and white gravestones and the wide expanse of London, and somewhere in the picture is a red old",572
Clement,GPE,"of the Fabian Society, lurking in a cellar in Clement's Inn; and we went and interviewed a rather",584
London,GPE,"tide through all my Wimblehurst days, the stimulus of London was like the rising of a wind out of the",593
Victoria,GPE,myself one Monday morning in an omnibus staggering westward from Victoria-I was returning from a Sunday I'd spent,599
London,GPE,"little hostile to the rush and gadding-about of London, preferring a secluded and unpretentious quiet.",613
Marion,GPE,"regarding us sentimentally. I went for a walk with Marion towards Putney Bridge, and then there was more singing",620
Kensington Gardens,GPE,"found myself sitting in a mood of considerable astonishment in Kensington Gardens, reacting on a recent heated interview with the school",645
London,GPE,"as little as fifty pounds I might hold out in London and take my B.Sc. degree, and quadruple my",648
Kensington Gardens,GPE,"with remorse on that afternoon when I sat dejectedly in Kensington Gardens and reviewed, in the light of the Registrar's",653
London,GPE,the Registrar's pertinent questions my first two years in London.,653
burthens,GPE,"and swept at times by avalanche-like porters bearing burthens to vans, to Farringdon Street. He hailed a",678
morocco,GPE,"the way to the lounge-sumptuous piece in red morocco and yellow glazed crockery, with incredible vistas of settees",691
f'rinstance,GPE,"do a lot of good-giving people confidence, f'rinstance, against an epidemic. See? Why not?",717
Thames,GPE,"stuff of yours was run down a conduit into the Thames.""",724
South Kensington,GPE,Who put up that big City and Guilds place at South Kensington? Enterprising business men! They fancy they'll have,731
Venice,GPE,"Trade that makes the world go round! Argosies! Venice! Empire!""",733
Holborn,GPE,to the Embankment because I thought to go home by Holborn and Oxford Street would be too crowded for thinking....,741
Blackfriars,GPE,too crowded for thinking.... That piece of Embankment from Blackfriars to Westminster still reminds me of that momentous hesitation.,741
Westminster,GPE,for thinking.... That piece of Embankment from Blackfriars to Westminster still reminds me of that momentous hesitation.,741
Westminster,GPE,"House, the big hotels, the great bridges, Westminster's outlines ahead, had an effect of grey largeness",745
Kensington,GPE,"Carfax Street; it cried out again upon me in Kensington High Street, and burst into a perfect clamour;",748
Pecunnia,GPE,"dearest bottle. He was frightfully right after all. Pecunnia non olet,-a Roman emperor said that. Perhaps my great",749
St. James's Park,GPE,", knew it. As I crossed the corner of St. James's Park wrapped in thought, I dodged back just in time",749
Kensington,GPE,outside the door of the Parsian-robe establishment in Kensington High Street and walked home with her thence. I,767
London,GPE,the sort of thing I had grown accustomed to in London. And I was shown in by a real housemaid,807
London,GPE,"these we had in our first campaign when we worked London south central, and west; and then, too",845
London,GPE,understand the mental quality that initiated these familiar ornaments of London.,845
Beckenham,GPE,"his smuggery at their first house, the one in Beckenham. Often we worked far into the night sometimes until",849
London,GPE,"could afford no properly responsible underlings-and we traveled London, pretending to be our own representatives and making all",850
the British Isles,LOC,"Section by section we spread it over the whole of the British Isles; first working the middle-class London suburbs,",851
London,GPE,"the British Isles; first working the middle-class London suburbs, then the outer suburbs, then the home",851
Wales,GPE,"a more pious style of ""ad"") into Wales, a great field always for a new patent-",851
Lancashire,GPE,"for a new patent-medicine, and then into Lancashire.",851
England,GPE,"uncle had in his inner office a big map of England, and as we took up fresh sections of the",852
England,GPE,We subjugated England and Wales; we rolled over the Cheviots with a,854
Wales,GPE,We subjugated England and Wales; we rolled over the Cheviots with a special adaptation,854
Highland,LOC,Fog poster adapted to a kilted Briton in a misty Highland scene.,854
Aix,GPE,"cyclist champions upon the track, mounted messengers engaged in Aix-to-Ghent rides, soldiers lying out in",856
Great Britain,LOC,me now-we were employing travelers and opening up Great Britain at the rate of a hundred square miles a day,857
Beckenham,GPE,"setting for us, I think, would be the Beckenham snuggery, because there we worked hardest. It would",861
T.B.,GPE,"""George, whad'yer think of T.B. for sea-sickness?"" he would say.",862
London,GPE,believe I was the first man in the city of London to pack patent medicines through the side of the packing,872
Paris,GPE,"distinctly. It was just after Ewart had been to Paris on a mysterious expedition to ""rough in"" some",876
Cana,LOC,of fallen commodities by the hand and raises them. Cana isn't in it. You turn water-into,901
Gargantuan,GPE,"admirable likeness, engaged in feats of strength of a Gargantuan type before an audience of deboshed and shattered ladies.",909
Goudhurst,GPE,"through the furtive, shameful talk of my coevals at Goudhurst and Wimblehurst, I was not even warned against quite",914
"epithet-""horrid",GPE,"in this essential business of life she had one inseparable epithet-""horrid."" Without any such training she would have been",915
thirtyodd,GPE,", bright-eyed, hawk-nosed girl of thirtyodd, with prominent teeth, a high-pitched,",917
West Kensington,GPE,"occasional excursion into the Smithie style of dressing, debased West Kensington. For she had no sense at all of her",922
Rome,GPE,"-a city wall, high as the walls of Rome, going about a garden. Dozens of square miles",1016
Brompton,GPE,"know is, what are you going to do in Brompton, let us say, or Walham Green NOW?",1028
the Highgate Slope,LOC,"the tombs. Why not? The Unknown Master of the Highgate Slope! All the little, soft feminine hands, the",1037
Hammersmith,GPE,"a wedding breakfast sent in from a caterer's in Hammersmith. The table had a great display of chrysanthemums,",1040
London,GPE,were all of us trying in the fermenting chaos of London to carry out the marriage ceremonies of a Bladesover tenant,1055
London,GPE,"that quite legitimately interests the whole neighbourhood. But in London there are no neighbours, nobody knows, nobody cares",1055
London,GPE,Neighbours in London! The Ramboats did not know the names of the,1056
china,GPE,"the huge, noisy, indifferent traffic like a lost china image in the coal-chute of an ironclad.",1058
India,GPE,eye-it's the only expression-at the India-rubber plant in a Doulton-ware pot which,1086
Marion,GPE,-rubber plant in a Doulton-ware pot which Marion had placed on the corner of the piano.,1086
India,GPE,"But I felt extraordinarily like a traitor-to the India-rubber plant, I suppose-for all that",1090
Beckenham,GPE,"Several times we went to the house in Beckenham for lunch, and once or twice to dinner.",1092
East Coast,LOC,"""East Coast,"" I said easily.",1128
Marion,GPE,in real fact bring out a mind and soul in Marion; that for the first time she emerged from habits,1174
London,GPE,want to be quite independent. I've always hated London. Perhaps I shall try a poultry farm and bees,1203
Orpington,GPE,"Effie, who was waiting for me in apartments near Orpington. I remember her upon the station platform, a",1228
Ealing,GPE,She left the house at Ealing and went into the country with her aunt and parents,1271
Lewes,GPE,"her aunt and parents, taking a small farm near Lewes in Sussex. She put up glass, she put",1271
Sussex,GPE,"and parents, taking a small farm near Lewes in Sussex. She put up glass, she put in heat",1271
Sussex,GPE,"promise well throughout a spring and summer, but the Sussex winter after London was too much for the Ramboats.",1271
London,GPE,"a spring and summer, but the Sussex winter after London was too much for the Ramboats. They got very",1271
London,GPE,"her out of this, and then they returned to London and she went into partnership with Smithie at Streatham,",1271
Streatham,GPE,"to London and she went into partnership with Smithie at Streatham, and ran a business that was intimated on the",1271
"again-""a",GPE,"She astonished me tremendously by telling me she had married again-""a Mr. Wachorn, a leading agent in the paper-",1274
Marion,GPE,"nor her last. She was in another world from Marion. She had a queer, delightful nature; I",1276
Park Lane,GPE,an income tax-receipt. All very well for Park Lane. Unsold stock. Not my style. Sober financier,1280
China,GPE,"hair dressing-jacket in a luxurious bed, drinking China tea, and got the shape of everything but the",1295
Wellington,GPE,"stories about old Moggs the First and the Duke of Wellington, George the Third and the soap dealer (""",1301
the Black Prince,LOC,own unaided idea that we should associate that commodity with the Black Prince. He became industriously curious about the past of black,1301
the Middle Ages,LOC,"know.... What I want to know is, in the Middle Ages, did they do anything for Housemaid's Knee?",1303
f'rinstance,GPE,"rich coloured house-flannels. Zzzz. Pails, f'rinstance. Hang 'em up on the walls like warming-",1306
Runcorn,GPE,"acquired Skinnerton's polishes, the Riffleshaw properties and the Runcorn's mincer and coffee-mill business. To that",1309
London,GPE,constantly making excuses not to come up to him in London. The latter part of his business career recedes therefore,1311
Crest Hill,LOC,"helped him at times to fight his Sunday crowd at Crest Hill, but I did not follow nor guide him.",1311
Crest Hill,GPE,", our motor-car expeditions, Lady Grove and Crest Hill belong to an altogether different set of memories.",1314
Sussex,GPE,had had it redecorated by Bordingly and half a dozen Sussex pictures by Webster hung about it. Latterly he wore,1320
Manchester,GPE,"a buttonhole, now some homely-speaking, shrewd Manchester man or some Scotchman eager to be very clear and",1323
London,GPE,", to set up three general trading companies, the London and African Investment Company, the British Traders' Loan",1326
Canada,GPE,"gathered to do his bidding, blue marble came from Canada, and timber from New Zealand; and beneath it",1329
New Zealand,GPE,", blue marble came from Canada, and timber from New Zealand; and beneath it all, you know, there",1329
Mordet Island,LOC,"me into the most irrelevant adventure in my life the Mordet Island affair; and leave me, as they say,",1331
Mordet Island,GPE,memory of the life I took. The story of Mordet Island has been told in a government report and told all,1331
Atlantic,LOC,"their burden of mud and silt within the thunderbelt of Atlantic surf, of the dense tangled vegetation that creeps into",1347
this Mordet Island,LOC,wouldn't indicate within three hundred miles the position of this Mordet Island of his. He had it clear in his mind,1360
East Indies,LOC,"He talked very well. He talked of the Dutch East Indies and of the Congo, of Portuguese East Africa and",1360
Congo,GPE,"He talked of the Dutch East Indies and of the Congo, of Portuguese East Africa and Paraguay, of Malays",1360
East Africa,GPE,"Dutch East Indies and of the Congo, of Portuguese East Africa and Paraguay, of Malays and rich Chinese merchants,",1360
Paraguay,GPE,"and of the Congo, of Portuguese East Africa and Paraguay, of Malays and rich Chinese merchants, Dyaks and",1360
Mahometan,GPE,"merchants, Dyaks and negroes and the spread of the Mahometan world in Africa to-day. And all this",1360
Africa,LOC,and negroes and the spread of the Mahometan world in Africa to-day. And all this time he was,1360
Paris,GPE,"us gone abroad except for a few vulgar raids on Paris; our world was England, are the places of",1361
England,GPE,"a few vulgar raids on Paris; our world was England, are the places of origin of half the raw",1361
London,GPE,"we tried his patience. Then suddenly he vanished from London, and I saw no more of him for a",1366
Paraguay,GPE,"mentioned in an incidental way that he had been to Paraguay on private (and we guessed passionate) affairs,",1367
England,GPE,it going during Gordon-Nasmyth's intermittent appearances in England. Every now and then he and I would meet,1368
London,GPE,"meet and reinforce its effect. We would lunch in London, or he would cone to see my gliders at",1368
Crest Hill,LOC,", or he would cone to see my gliders at Crest Hill, and make new projects for getting at those heaps",1368
the Sacred Grove,GPE,"He certainly did not keep up the dignity of the Sacred Grove, an important critical organ which he acquired one day",1375
Sacred Grove,GPE,world at the present time than this cover of the Sacred Grove-the quiet conservatism of the one element embedded in,1384
London,GPE,looked out of the windows upon a procession of the London unemployed.,1385
the West Eire,LOC,had been raked together to trail their spiritless misery through the West Eire with an appeal that was also in its way a,1386
Camden,GPE,change year by year from the shabby impecuniosity of the Camden Town lodging to the lavish munificence of the Crest Hill,1390
Crest Hill,LOC,"the Camden Town lodging to the lavish munificence of the Crest Hill marble staircase and my aunt's golden bed, the",1390
Fontainebleau,GPE,"'s golden bed, the bed that was facsimiled from Fontainebleau. And the odd thing is that as I come",1390
Beckengham,GPE,"Presently they were setting; up the house at Beckengham, and my aunt intermitted her intellectual activities. The",1399
