Location,ent_type,context,p_no
Edinburgh,GPE,"Penfold's ""Seminary for Young Ladies,"" near Edinburgh, was Marion Dunbar, too much loved by her",190
Hebe,GPE,"frequently by a rich and radiant smile, like a Hebe, glowing with the richest hues of health and joy",191
Marion,GPE,"more deeply blue than the dark, unfathomable eyes of Marion, shaded by a fringe of eye-lashes that",192
Marion,GPE,"is the mystery of beauty; and the charm of Marion, in the estimation of her friends, was,",192
Israel,GPE,", and enumerate all the kings who ever reigned over Israel, but they remained utterly uninstructed respecting the influence which",208
Marion,GPE,"and bonnet, while she rushed into the arms of Marion, and burst into an agony of tears in bidding",255
Agnes,LOC,"Marion's sister, Agnes, five years older than herself, after being distinguished",262
Agnes,LOC,"had acted the part of the Fairy Bountiful in forming Agnes, while nature had showered her choicest gifts on Marion",262
Agnes,LOC,"No one, certainly, could excel Agnes in turning up her hands and eyes at the faults",265
Agnes,LOC,"Self-love was the ruling passion of Agnes; love of others the quickening principle, or rather",266
Edinburgh,GPE,"been, for three seasons, the reigning beauty of Edinburgh! There it is the privilege of every tolerable-",267
Agnes,LOC,"conquest, had already succeeded each other, during which Agnes was, to use her own expression, ""fiercely",267
Agnes,LOC,Sir Patrick laughingly alleged that Agnes had rehearsed a set of prepared conversations suited to every,272
Agnes,LOC,"could wish their names to pass; but nevertheless, Agnes, full of groundless expectations and lively vanity, continued",273
Dublin,GPE,"month; but no sooner did marching orders come for Dublin, Leeds, or Canada, than these interesting affairs",273
Leeds,GPE,"but no sooner did marching orders come for Dublin, Leeds, or Canada, than these interesting affairs came to",273
Canada,GPE,"did marching orders come for Dublin, Leeds, or Canada, than these interesting affairs came to an untimely end",273
Agnes,LOC,"expect-to-meet-again bow, and Agnes was left with the army-list in her hand",273
Agnes,LOC,"""But then, Agnes, your well-looking days would occur seldomer and",278
Agnes,LOC,", and you should enjoy ten years at least, Agnes, before you are tempted to begin the cares of",282
Paris,GPE,"must employ Buckmaster the tailor, get his shoes from Paris, and never wear the same gloves twice. He",283
Agnes,LOC,"and Miss Smythe?"" was a frequent question of Agnes to herself, never apparently to obtain a satisfactory answer",289
Portobello,GPE,"leaving school, her aunt had taken a villa at Portobello, where the two English strangers excited extreme attention,",289
England,GPE,"was certainly of that genus old maid so common in England, with a handsome independence, a suite of servants",289
St. Cecilia,GPE,"sentimentally elevated to the ceiling, with a sort of St. Cecilia expression, rather partaking, however, of the ludicrous",304
Caroline,GPE,"when one of the candles having flared up suddenly near Caroline, she thought she perceived the madman close beside her",325
Ireland,GPE,"of the ruffian and gentleman, not very uncommon in Ireland. Attired in a military great-coat, he",335
Dublin,GPE,". We do make short work of our courtships in Dublin, sure enough; but when my aunt told me",342
Ireland,GPE,"myself, and says I, 'you beat all Ireland to sticks!'""",342
Ireland,GPE,as little to be thrifled with as any man in Ireland! The tongue that deceives me or mine shall never,348
Limerick,GPE,"my cousins already to officers quarthered in our neighborhood at Limerick, and Caroline is the last! Captain Mortimer was",350
Ireland,GPE,the table! We understand these things very soon in Ireland! and I would shed every drop of my blood,350
Ireland,GPE,"his own position! Not having lately been quartered in Ireland, he had forgotten how such affairs are managed there",351
Limerick,GPE,"""That is not our way in Limerick! Scarcely one of my cousins had a case like",355
Ireland,GPE,"stern reproach. ""If I were to get all Ireland for holding my tongue, you should hear the truth",365
Dublin,GPE,"once too often; and my pistols are all at Dublin!""",366
Agnes,LOC,"Among the companions of Agnes and Marion Dunbar, none was more calculated to excite",383
Agnes,LOC,"mentioned Clara in terms of such exaggerated enthusiasm, that Agnes, imagining his taste to be very different, believed",383
Agnes,LOC,"and mildly avoided all collision of interests or opinions with Agnes, though her whole powers of conciliation on the part",384
Agnes,LOC,"and insinuated, that she ceased almost entirely to visit Agnes, or to associate with her.",384
Agnes,LOC,"depression of spirits very unusual with him; and when Agnes, perplexed by observing that he did not attempt to",385
Agnes,LOC,"all bearing absurd and tormenting, Pat!"" continued Agnes, with a contemptuous toss of her head; """,392
Agnes,LOC,"vehemently up and down the room during this tirade from Agnes, and now stood opposite to her, with a",397
Agnes,LOC,"but this is the greatest of all!"" observed Agnes, drily. ""I never thought you would commit",406
Agnes,LOC,"it,"" exclaimed Sir Patrick, vehemently, while Agnes became gradually as grave as night. ""Clara at",409
Agnes,LOC,"revoked! What do you think was the reason, Agnes, of all reasons in the world!""",409
Agnes,LOC,"put a good face on the matter in time, Agnes; for during all the four thousand years that men",416
Agnes,LOC,"adopted invisibility; and evening after evening, he obliged Agnes, greatly against her inclination, to send the very",419
Agnes,LOC,", in a voice of irritability and depression, to Agnes, ""It seems as if we were destined never",419
Providence,GPE,". It is observable that, in the wisdom of Providence, nothing is made in vain. Even the very",430
Clara,GPE,"Had the grave opened at Clara's feet, she could scarcely have been more startled",435
Marion,GPE,"it cost to restrain her anger within decent bounds, Marion, with the frankness natural to her candid disposition,",458
Marion,GPE,"changed her position, and with another indignant glance at Marion, continued,",468
Constantinople,GPE,heard of the plague or the bow-string at Constantinople—things dreadful to those who might be affected by,471
nick,GPE,"that among his intimate friends he is known by the nick-name of ""Sixpenny Dunbar!"" on account",472
Holyrood,GPE,"game, but once catch him beyond the bounds of Holyrood now, and he'll never be at liberty to",472
St. John's,GPE,"before the gate of Sir Patrick's new residence, St. John's Lodge, a gloomy antique villa near Holyrood House,",491
Australia,GPE,"but you know I have expectations from three uncles in Australia, and one in the West Indies!""",541
the West Indies,GPE,"expectations from three uncles in Australia, and one in the West Indies!""",541
Agnes,LOC,"happiest of the happy, to find the scene of Agnes' toilette, whom she discovered at last all joy",556
Agnes,LOC,"for her ""unjustifiable conduct"" in sending her, Agnes, having no one better, or rather no one",557
Agnes,LOC,"frill disappeared. ""I very seldom dislike anybody, Agnes, but she is very odd. There is a",559
Granvilles,GPE,"is within reach except the Towercliffes, and those odious Granvilles!""",566
Yorkshire,GPE,". You have often heard Sir Arthur tell of three Yorkshire baronets, who signed a mutual contract sixty years ago",570
Agnes,LOC,"for money short of a highway robbery! Surely, Agnes, he cannot be in earnest.""",575
Granvilles,GPE,"cannot surely push that claim in earnest against the Granvilles. He will refund the money, will he not",581
Granvilles,GPE,"become a most superb preacher. In short, the Granvilles are good, worthy, dull, respectable people as",582
Agnes,LOC,"might not be so very much out of place, Agnes!"" replied Marion, with an arch and pretty",585
Agnes,LOC,", trembled visibly, but she said nothing, and Agnes, in the triumphant gaiety of her spirits, rattled",589
Agnes,LOC,"While Agnes continued singing sotto voce for some minutes, her whole",598
Agnes,LOC,"rigid as those of a corpse, she gazed at Agnes, and there was an intensity in her look perfectly",598
Agnes,LOC,"determined as yet to make no remark, but allowed Agnes to rattle on undisturbed, while her own thoughts were",598
Yorkshire,GPE,description of some school-boy attachment he had in Yorkshire. Such a burlesque upon love! It was exquisite,599
prunella shoes,GPE,"wall-flowers he presented to a fair damsel in prunella shoes, and no gloves, while his gages d'amour were",599
china,GPE,", of whatever means, shall cultivate a passion for china and hot-house plants, Agnes had made a",600
Agnes,LOC,"a passion for china and hot-house plants, Agnes had made a collection of second-rate vases and",600
china,GPE,"have lamed her for life. The ""fall of china"" is a proverbial trial of temper, and that",600
Agnes,LOC,"is a proverbial trial of temper, and that of Agnes did not prove on this occasion invulnerable, while the",600
china,GPE,"appeared exclusively occupied in gathering up the scattered fragments of china, and arranging them together, but her eye was",601
china,GPE,"I had sent her adrift before she broke all the china, but it is very unlike you to be so",604
Agnes,LOC,"""I did see, Agnes! and that makes me wonder only the more!",605
china,GPE,". My admirer first, then my maid, my china, and even Patrick, who certainly behaved exceedingly ill",606
Agnes,LOC,"for her six o'clock breakfast to-morrow morning, Agnes, but unless you make more haste, the supper",607
Agnes,LOC,asked for sympathy from an ice-berg as from Agnes. Knowing that every evidence of sensibility would be received,611
Agnes,LOC,"by a few insignificant words, that affectionate attachment to Agnes and Sir Patrick, which she would have thought any",611
London,GPE,"in perfection. If Agnes received a dress from her London milliner which did not fit, or if Sir Patrick",612
Agnes,LOC,"could not but fancy, before he set off with Agnes, that there was a forced vivacity in his spirits",612
Providence,GPE,"daily toil, enjoying those common gifts of a bountiful Providence, the light breeze, the balmy sunshine, the",614
Portobello,GPE,"elastic step, set forth on her solitary walk towards Portobello, joyous as a bird in spring, pleased with",615
Agnes,LOC,"Agnes, her own beautiful sister, looked very unlike Agnes! and she felt astonished to find that it might",623
Agnes,LOC,"The expression of Agnes' countenance became at once perfectly natural, when she",625
Agnes,LOC,"and taking possession, with a confiding look, of Agnes' arm, joy seemed rushing out of her bright",626
Agnes,LOC,"noticing a haughty flash pass swiftly over the brow of Agnes; ""I had difficulty enough in getting Marion to",628
Agnes,LOC,"Marion stole a frightened glance at Agnes, while timidly accepting the offered arm of Captain De",636
Portobello,GPE,"had amused her, she hurried along the road to Portobello, her cheek dimpling at the recollection of all that",642
Agnes,LOC,"chief earthly care is for you, Marion. Though Agnes, too, shows me little attention, and no",650
Scotland,GPE,"that her father's family, so long respected in Scotland, seemed now about to be finally extinguished in penury",656
Agnes,LOC,"and surprised to hear, from the butler, that Agnes had been seized with sudden illness very soon after her",657
Agnes,LOC,"affectionate solicitude, but great was her astonishment to find Agnes stretched almost insensible on the bed, and evidently in",658
Agnes,LOC,"had been occupied by Dixon, gently took hold of Agnes' hand, which felt so cold and clammy,",660
Marion,GPE,","" added Agnes, with a peevish look at Marion, as if it were her fault, ""and",662
Agnes,LOC,"with Sir Patrick. ""I must be allowed, Agnes, to sleep in your room to-night.",668
Agnes,LOC,"helping her,"" said Marion, affectionately turning to Agnes. ""You may leave it with me, Dixon",677
Agnes,LOC,"prevent their quivering, fixed her wild glaring eyes on Agnes, and then gave an anxious glance at the dinner",678
Agnes,LOC,"This pudding seems excellent,"" continued Marion, helping Agnes; ""but surely there is rather too much sugar",679
Agnes,LOC,"lips; ""this is not sugar! stop, Agnes! stop! I charge you not to taste it",679
Agnes,LOC,"alarm, the culprit herself absconded, carrying off all Agnes' trinkets and money, which she must previously have",686
Agnes,LOC,"could not but remark with astonishment and perplexity; but Agnes, quite unconscious of his agitation, rattled on with",688
Agnes,LOC,"after all, a most terrifying escape!"" continued Agnes, rather delighted than otherwise by the importance she had",691
Agnes,LOC,"the wonder of the house for two entire days, Agnes, without a single new fact having come out,",697
Agnes,LOC,"balcony!' and you may depend upon it, Agnes, this is not the first poisoning experiment your abigail",699
Agnes,LOC,", respecting the period of her being first engaged by Agnes, her dress, manner, age, and appearance",700
Agnes,LOC,"which was to Marion completely perplexing and unaccountable. If Agnes felt dull or out of spirits, she complained of",703
Granville,GPE,"he was in, it was in a fit of Granville-ism; and Marion became surprised to perceive that",703
Granvilles,GPE,Agnes one day jestingly announced to Sir Patrick that the Granvilles had taken out perpetual tickets at the Charitable Soup Kitchen,704
Agnes,LOC,"feel ashamed to proclaim the very small amount, though Agnes, like most persons who are mean themselves, in",706
Granvilles,GPE,"Better give nothing than make ourselves ridiculous, like the Granvilles. Nobody will guess that this book was brought here",709
Agnes,LOC,", and finally hurried out of the room, while Agnes looked mysteriously at Marion, and said nothing, though",710
Marion,GPE,"out of the room, while Agnes looked mysteriously at Marion, and said nothing, though the expression of her",710
Il jurait bien,GPE,"'s life had now become one continual subterfuge. 'Il jurait bien, mais il payait mal;' and he was",712
Agnes,LOC,"that they must be orthodox too; though, if Agnes had been obliged to give a summary of her own",717
Agnes,LOC,"she had been surprised and mortified to observe, that Agnes' occupation in bed consisted in tearing up, to",718
St. John's,GPE,", all containing apologies for not accepting various invitations to St. John's Lodge. ""What can this all mean?""",718
Agnes,LOC,unlike Clara to be so repulsive! and equally unlike Agnes to be importunate! I fear something is greatly wrong,718
St. John's,GPE,""" said Marion, while her thoughts reverted sorrowfully to St. John's Lodge.",744
Cowper,GPE,". His master mind conversed of Milton, Spenser, Cowper, Montgomery, and of all the pious authors dear",751
Agnes,LOC,"and to feelings of universal benevolence. The genius of Agnes for conversation lay only in the line of scandal,",753
Marion,GPE,"breeze from the mountains. No one could look at Marion, and not wish to be her friend.",755
Paris,GPE,"heard it said,"" observed Marion, ""that Paris is the place, of all others, where men",770
Granvilles,GPE,"Hitherto, when she inadvertently mentioned Sir Patrick, the Granvilles insensibly changed the subject almost immediately, but without the",780
Granvilles,GPE,"They were either ignorant of her renewed intimacy with the Granvilles, or indifferent to it, but which might turn",783
Agnes,LOC,"newly-restored friend, and scarcely missed apparently by Agnes. Marion was truth itself, and would have abhorred",783
Agnes,LOC,The attachment of Agnes for Captain De Crespigny was like that of a child,790
St. John's,GPE,"as she hurried home, late and unwillingly, to St. John's Lodge, and which caused her bright eye to beam",790
the rocky glen,LOC,"Granville, in one of the most beautiful parts of the rocky glen, she was suddenly astonished by his making her,",791
Providence,GPE,"shall be rich in happiness, and in all that Providence gives to the most favored of those who trust in",800
Marion,GPE,"madman gazed for an instant at the pale countenance of Marion, every feature in which quivered with emotion; he",829
Marion,GPE,"one anxious look at the pale, exhausted countenance of Marion, Mr. Granville hastily disappeared, meditating, as he",835
Marion,GPE,"the happy eclaircissement which had that morning taken place with Marion, binding them to each other by the strong ties",835
Granville,GPE,"newspaper before him. ""Here is an account of Granville—Richard Granville—being engaged in a splendid adventure",837
Scotland,GPE,". You ought to be offered the first match in Scotland.""",840
China,GPE,"smiling. ""If he were like the Emperor of China, cousin-german to the stars, and uncle",845
Granville,GPE,"cellar-full of misery in the city, where Granville is not upon visiting terms. He is a perfect",848
Granvilles,GPE,"""that you will not be running about with those Granvilles, in search of typhus fever or small-pox",849
Edinburgh,GPE,"whom you may remember besetting my door so long in Edinburgh, without extracting a sous, came up to me",850
Agnes,LOC,"wish everybody had £5,000 a year,"" observed Agnes, yawning. ""If we could build an addition",857
Ireland,GPE,the world had been on the whole an advantage to Ireland or not! How the question was decided I forgot,858
Granville,GPE,"""That is your last new importation of Granville-ism,"" said Agnes, satirically. """,860
Mid-Lothian,LOC,"would be to read a petition from the farmers of Mid-Lothian against the late excessive rains, or from the hackney",864
va le monde,GPE,"a well—what raises one depresses another, ainsi va le monde.""",865
Agnes,LOC,"have imparted a share of her present joyous feelings to Agnes, but in vain did she look for any encouragement",866
St. John's,GPE,"with. You will have so many lovers soon at St. John's Lodge, that it may perhaps become impossible to distinguish",874
England,GPE,"Caroline Smythe, who was about soon to depart for England, had in the meantime become a constant and prominent",877
Agnes,LOC,"Patrick's, and solely, in the estimation of Agnes, as her devoted admirer; but not one of",906
Agnes,LOC,"Patrick, and love-and-nonsense conversations with Agnes; but his whole thoughts and attention were secretly devoted",906
Agnes,LOC,"Marion at these words glanced with astonishment towards Agnes, and privately thought her sister's lover must require",909
Agnes,LOC,", with lively emphasis, as he extended his to Agnes, who stood nearest him.",914
Granvilles,GPE,"had been for several minutes planning an escape to the Granvilles, thought this a favorable opportunity to steal off unobserved",921
St. James',GPE,gentleman to be seen in—employ my tailor in St. James' street; he will make a man of you!,936
Agnes,LOC,"Pray, attend now to my cards!"" interrupted Agnes. ""If you are got upon politics, there",938
Agnes,LOC,"one thoroughly liked me who saw them,"" observed Agnes, in a tone of gratified vanity. ""And",940
Granvilles,GPE,"conversation, instead of emanating, like that of the Granvilles, from the gay fancies and spontaneous sparklings of their",942
Agnes,LOC,"""Very good for an impromptu, Agnes! The old girl gets a partner once a-",947
Agnes,LOC,"better to be said for your friend, then, Agnes, for ever hold your tongue. Amiable qualities are",952
Agnes,LOC,""" observed Captain De Crespigny, with a glance towards Agnes and Marion, ""I know who ought soon to",956
Euclid,GPE,"lounged off together. ""It was a problem of Euclid, which we settled at Eton long ago, and",968
New Zealand,GPE,"cattle with country gentlemen—could describe the state of New Zealand, as if he had visited the country, to",970
Agnes,LOC,"observed narrowly and anxiously Captain De Crespigny's conduct to Agnes; but even her discernment, quickened by the most",971
Granvilles,GPE,", saying, ""a propos of absence, the Granvilles are never here now! I remember the time when",976
Agnes,LOC,"the house; while Marion's eye was turned towards Agnes, with a deep and searching look of enquiry and",977
Agnes,LOC,"her own secret engagement, and by the knowledge that Agnes had a well-founded belief in his attachment to",981
Agnes,LOC,"affection, how she could best spare the feelings of Agnes, and at the same time escape from occasioning any",981
Agnes,LOC,"One morning, when Agnes was seated in a state of exceedingly full-blown",982
Agnes,LOC,"The barometer of Agnes's countenance had become exceedingly stormy, while watching Marion",983
Agnes,LOC,"""By no means, Agnes. But is there any occasion for me to remain",985
Agnes,LOC,"a Hebrew scholar, and always read me backwards, Agnes. I have only to know your wishes in order",987
Agnes,LOC,"""That is a point, Agnes, of which no third person can be an adequate",991
Agnes,LOC,"he broke off in the middle of a sentence from Agnes, and clandestinely approaching the table when Marion was looking",993
Agnes,LOC,"than an every day civility, held it up to Agnes for admiration, and endeavored to attract her towards the",993
Agnes,LOC,"her cheek, and she turned her large eyes towards Agnes, who stood at some distance placid and secure,",997
earth,LOC,"forgery—a name that can never exist upon the earth.""",997
Agnes,LOC,"""I intend it as a present to Agnes,"" replied Marion, dryly.—""That and the prayer-",1001
Agnes,LOC,"yet tried the experiment,"" replied Marion, seeing Agnes unwilling to speak. ""I intend to be busy",1010
England,GPE,"be the most hospitable Marquis in the whole peerage of England?""",1014
St. John's,GPE,"kindness and good sense, that as her presence at St. John's Lodge could do no good to her sister, it",1018
Agnes,LOC,"weeks from home, and to explain in writing to Agnes, her own opinion of Captain De Crespigny's conduct",1018
Canada,GPE,"regiment is going soon, I am told, to Canada, but he is to join the depot for some",1020
Portsmouth,GPE,"he is to join the depot for some months at Portsmouth.""",1020
Tunbridge,GPE,"offer you but that trumpery little cottage, like a Tunbridge-ware work-box, a kitchen garden stocked",1021
gooseberry bushes,GPE,"box, a kitchen garden stocked with cabbages, or gooseberry bushes, and to live upon brown bread and water.",1021
Agnes,LOC,"to me that I am sure he would not like Agnes to hear.""",1024
Agnes,LOC,"this old world, Marion, if you fancy that Agnes is ever to catch such a will-o'-the-",1025
Agnes,LOC,"vivre.' My deepest resentment shall rest on either Agnes or you, Marion, if my most intimate companion",1025
Agnes,LOC,"of going for one week to uncle Arthur. If Agnes is to be disappointed, let me not have any",1028
Saturn,LOC,"any one of them were to mention the ring of Saturn, she would consider it a proposal; but her",1029
Agnes,LOC,"believed that Captain De Crespigny was as much attached to Agnes as she is certainly to him.""",1032
Agnes,LOC,"""Suppose you take that method of revenging Agnes,"" replied Sir Patrick, with a penetrating look",1037
Dresden,GPE,"in love with her, than with a piece of Dresden china in a shop window. She should be shut",1061
china,GPE,"love with her, than with a piece of Dresden china in a shop window. She should be shut up",1061
Agnes,LOC,cannot do myself you may and must. If Agnes does not flirt in a young-lady-like,1063
Yorkshire,GPE,", looking over papers and preparing for his departure to Yorkshire, after which he seated himself before the dying embers",1071
England,GPE,"remembrance of those days when among the green lanes of England you promised to love me,—me only till death,—deliver us up",1087
Yorkshire,GPE,"'s Lodge, to take leave before setting out for Yorkshire, he looked so absent and so agitated, that",1094
Agnes,LOC,", he looked so absent and so agitated, that Agnes became quite elated and flattered by what she attributed to",1094
Marion,GPE,"forgave him for enquiring almost immediately what had become of Marion, and answered with careless vivacity, ""She is",1094
Portobello,GPE,", ""She is gone to her favorite home at Portobello. Marion perfectly idolises her uncle. I should require",1094
Trafalgar,GPE,"she does! My sister talks about the battles of Trafalgar and Camperdown, as if she had fought at them",1094
Camperdown,GPE,"! My sister talks about the battles of Trafalgar and Camperdown, as if she had fought at them herself,",1094
Agnes,LOC,"never seem very much at a loss for conversation, Agnes, when I have the pleasure of seeing you!",1095
Portobello,LOC,"cause or impediment why we may not ride down to Portobello this morning, and call on good, worthy Sir",1103
Yorkshire,GPE,"attentions, Dunbar, as I am on wing for Yorkshire, obliged during a whole long dreary month to play",1105
Agnes,LOC,"""Omit her in your conversation altogether, Agnes! I told you already, that she must never",1107
Agnes,LOC,"Before Agnes could finish her sentence, Sir Patrick, always afraid",1109
Agnes,LOC,"therefore, and a great deal more assumed, that Agnes allowed her long, dark eye-lashes to droop",1110
Agnes,LOC,"""Is it true,"" asked Agnes, at length, in a subdued voice, and",1111
Agnes,LOC,"continued Captain De Crespigny, fixing his dangerous eyes on Agnes. ""Mine will be stored with many never-",1116
Agnes,LOC,"De Crespigny must have withered away beneath the glance of Agnes' eyes, which streamed with indignant flashes of anger",1127
Paris,GPE,"to Londonize for a few weeks, then go to Paris, and afterwards disperse myself over every corner of the",1132
Geneva,GPE,globe. Can I do anything for you anywhere? Geneva velvets? Parisian bonnets? Swiss muslins? I am,1132
Agnes,LOC,"popular actor who expects three rounds of applause, and Agnes having, with a face as unmoved as if it",1133
Agnes,LOC,"hide what they do endure. On slight occasions, Agnes was a most accomplished fainter; but now, having",1134
Canada,GPE,"a commission in the 15th Huzzars, then quartered in Canada, which he felt bound, from whatever hand it",1137
speak!—I,GPE,"Before my voice fails, Sir Arthur, I must speak!—I must say something, to tell you what I feel",1143
Providence,GPE,"than the brutes that perish, you are, under Providence, the cause; and I shall be worse than",1145
Marion,GPE,", if I had a hope of being useful to Marion, Sir Arthur! Under any circumstances that would have",1152
sleepeth,GPE,"under the care of one who slumbereth not, nor sleepeth, and to Him I confidently commit myself.""",1172
Providence,GPE,"Every man should be considered accountable to Providence, not only for diffusing as much enjoyment around him",1173
Agnes,LOC,"undeniable to Marion as now, in the case of Agnes, who alienated Sir Patrick more and more by her",1173
Agnes,LOC,"One day, Agnes, in a magnificent fit of ill-humor,",1174
Edinburgh,GPE,", an open window, complaining that the dulness of Edinburgh was quite maddening; while it became evident that the",1174
Agnes,LOC,"most stormy direction. It was a favorite doctrine with Agnes, that ennui is peculiar to intellectual beings, and",1174
Edinburgh,GPE,"on the unutterable cruelty of his leaving her stranded in Edinburgh, while she understood he was going soon to amuse",1174
Agnes,LOC,"on the point of falling asleep before her face, Agnes suddenly rose from her seat, with an exclamation of",1175
Agnes,LOC,"than usual. He silently but cordially shook hands with Agnes, while a look of almost compassionate kindness beamed in",1182
Agnes,LOC,", the dearest niece in the world—nor with Agnes, though I could wish that she came sometimes to",1188
Agnes,LOC,"of hurried agitation, ""If you had witnessed, Agnes, the many long years during which your father and",1189
Agnes,LOC,"Marion glanced at Agnes, who tried to preserve her usual air of consequential",1197
Paris,GPE,"of, my brother may take me with him to Paris!""",1199
Agnes,LOC,"""Reckoning without your host, Agnes!"" whispered Sir Patrick, entering with a look",1200
Agnes,LOC,"Sir Patrick, stealing a look of laughing condolence at Agnes, ""my sisters are exceedingly delighted by your very",1202
Agnes,LOC,"both want sea-bathing, and—society, Agnes?""",1202
Agnes,LOC,"exclaimed Marion, venturing in her eagerness to speak before Agnes, and shocked at the idea of a journey,",1212
Agnes,LOC,"the happiest person alive, Sir Arthur!"" exclaimed Agnes, for once condescending to look perfectly pleased. """,1213
Agnes,LOC,"minute!—wait till I put on my bonnet!"" exclaimed Agnes, in accents of the liveliest glee. ""I",1215
India,GPE,", laughing satirically. ""Before taking a voyage to India, there is no place like it for young ladies",1216
Agnes,LOC,"""Humble, Agnes!"" interrupted Sir Patrick. ""Did I hear",1218
Agnes,LOC,"! You are no age at all,"" interrupted Agnes, in high good humor. ""You are not",1220
Britain,GPE,"acquainted! As Harrowgate is the greatest marriage manufactory in Britain, I should not wonder if you were to pick",1220
Agnes,LOC,"liquid lately, but do you recommend a wig, Agnes, or the vegetable dye?""",1221
Britain,GPE,"of the prodigious incomes enjoyed by thousands of persons in Britain, how much is spent during the year in really",1222
Agnes,LOC,"horizon looked rather dark and unpromising in this quarter, Agnes; but your extraordinary merit is quite unknown as yet",1224
Agnes,LOC,"""Never tell me anything plainly,"" interrupted Agnes, laughing. ""But you are altogether mistaken,",1231
London,GPE,"""to have been the young lady long ago in London, who could not dance with the King of Prussia",1234
Russia,GPE,", because she was previously engaged to the Emperor of Russia?""",1234
Britain,GPE,", to expect hereafter one of the proudest coronets in Britain; and shall certainly not remain a day longer than",1235
Agnes,LOC,"""Quite right, Agnes, not to depend on me, or you would",1236
Agnes,LOC,", bad as it is. Now, therefore, Agnes, hear my last advice. You have the world",1236
