Location,ent_type,context,p_no
British Empire,GPE,"of the infinitesimal value of human life, and your British Empire will be lost through exaggerating its importance. Blood and",451
Germany,GPE,African War that took you years! The flower of Germany fell at Gravelotte; that was human life with a,451
Empire,GPE,that was human life with a vengeance! But an Empire rose out of my comrades' ashes. And that,451
Leicestershire,GPE,for Mr. Upton on the breakfast-table down in Leicestershire. This circumstance was not so usual as it sounds,455
London,GPE,"Tony had told him where he hoped to stay in London, which Bompas particularly wished to know on account of",465
London,GPE,"when due the day before, and his friends in London wired that they knew nothing about him.",482
London,GPE,as magically as an electric advertisement writes itself upon the London sky at night. The sense of possession is the,487
Spartan,GPE,"dressing-room, in which he also slept in Spartan simplicity, was the original powder-closet of the",502
delightfuly,GPE,"to the necessary care in shaving the corners of a delightfuly long and mobile mouth. Indeed, the whole face",514
London,GPE,"was no more luxuriant weed than an innate abhorrence of London and all Londoners, which neither the cause of his",515
Londoners,GPE,"luxuriant weed than an innate abhorrence of London and all Londoners, which neither the cause of his visit nor the",515
London,GPE,the kind of reception one had to come up to London to incur. “Then I'll clear out!,517
London,GPE,"a boy of sixteen, had disappeared up here in London, or been decoyed away. And now there can",531
St. John's,GPE,"I've been in communication with these infernal people in St. John's Wood, and with the doctor, but none of",539
London,GPE,"in the hay is nothing to the lost unit in London, and it will take time. I'm not",552
London,GPE,"get them somewhere! If he's been trying in London, I'll find out where before I'm twenty",586
Southern Hemisphere,LOC,Animal or Vegetable? Vegetable or Mineral? Northern or Southern Hemisphere? Ah! I thought your childhood was not so,594
St. Thomas's,GPE,"hospitals on his rapid round had included Charing Cross, St. Thomas's, St. George's, and the Royal Free;",599
St. George's,GPE,"round had included Charing Cross, St. Thomas's, St. George's, and the Royal Free; but he had telephoned",599
St. Mary's,GPE,the Royal Free; but he had telephoned besides to St. Mary's and St. Bartholomew's. At none of these institutions,599
London,GPE,"Eugene Thrush. “Take the telephone directory and the London directory, and sit you down at my desk.",600
London,GPE,. “The first is to divide the chemists of London into the Animals who keep the cigarettes and the Vegetables,602
London,GPE,"the Park; but this hiding in the heart of London, this skulking among strangers, this leaving his own",655
St. John's,GPE,"the first cab he saw, and drove over to St. John's Wood to borrow money (they could scarcely refuse him",660
Phillida,GPE,", so silent had he been. It was that Phillida, with the large dark eyes, and she was",666
Melbourne,GPE,"very day, and touches nowhere till she gets to Melbourne. If I could only raise the passage-money",711
the Bay of Biscay,LOC,"'d gasp out your whole story before you were in the Bay of Biscay! No, no, my fellow; you've",713
London,GPE,"the slightest inkling of his connection with the latest of London mysteries, or even of the scene, or any",718
Phillida,GPE,"placed between them on the dining-table, both Phillida and the fragments had disappeared.",728
British Islands,LOC,town—house to house from one end of your British Islands to the other! A certain letter is without doubt,744
Harben,GPE,"just as well but his man gave the name of Harben, in Oxford Street. Harbens, rung up in",747
Harbens,GPE,"gave the name of Harben, in Oxford Street. Harbens, rung up in their turn, found that they",747
Hyde Park,GPE,", had positively identified the cork found by Mullins in Hyde Park. It was still sticky with the very stuff which",747
Knightsbridge,GPE,"more kept them, not counting Harbens: one in Knightsbridge, one in New Bond Street, and one a",773
Berlin,GPE,"recreations, and that he belonged to a polysyllabically unpronounceable Berlin club, and to one in St. James's which",790
St. James's,GPE,"a polysyllabically unpronounceable Berlin club, and to one in St. James's which Mullins more culpably miscalled the Parthenian.",790
London,GPE,"Mullins; but we'll go through the chemists of London with a small tooth-comb, from here to",793
London,GPE,"a pregnant glance at Mullins, and fell to abusing London and the Londoners, but City men above all others",794
London,GPE,"utterance of a passionately provincial soul. Nobody in all London, he declared, and apparently without excepting Mr. Thrush",794
St. John's,GPE,"Knaggs,” that very morning at his house in St. John's Wood.",794
London,GPE,n't it these Cockney cads who turned him adrift in London? I ought to have gone to them last night,796
London,GPE,to keep my hands off that smug little lump of London inhumanity! Kept me waiting while he finished his breakfast,799
London,GPE,"sorry for me, but what could he do? London was a large place, and “we Londoners”",801
London,GPE,boys who were friends of our boys. He said London life was different; and I said so I could,801
London,GPE,"a trigger in his life before, was going about London with a loaded revolver in his pocket!”",805
Upper,LOC,"but meanwhile, Saturday afternoon! A match on the Upper, where you could lie on your rug and watch",835
Ayslum,GPE,"school was not a school at all, but an Ayslum!",850
de Park,LOC,“Park murder—arrest! 'Rest o' de Park murderer! Park murder—Park murder—arrest!,851
Phillida,GPE,"the English boy was either dense or indifferent, and Phillida's great eyes were in some other world. Baumgartner",854
England,GPE,", where “the most popular and handsome pair in England” (the inverted commas were in the doctor's",854
Leicestershire,GPE,"allusion was to the lad's letter, due in Leicestershire that morning, it was as happy as all Baumgartner",886
Phillida,GPE,"the piano, as he might have been, for Phillida was trying to recall one of the concert songs he",922
London,GPE,Sunday in London has got itself a bad name among those who occasionally,924
Phillida,GPE,"door shut, and there was a long period without Phillida, until it opened and shut again, and in",924
Phillida,GPE,thought he saw a reciprocal softening on the part of Phillida. There had been none to see yesterday or the,926
Italy,GPE,"“Italy is a country where one can live,” said",930
London,GPE,"young fellow; there is something to be said for London, especially on a Sunday. No organs from my",930
Italy,GPE,"especially on a Sunday. No organs from my dear Italy, none of those so-called German bands which",930
Germany,GPE,of those so-called German bands which we in Germany would not tolerate for a moment; no postman every,930
Phillida,GPE,"the speaker's eye, but found it fixed on Phillida, who had not looked up. Instinct prompted Pocket",931
Phillida,GPE,", with benevolent but futile hypocrisy, embarrassing enough to Phillida, but not more so than if she had still",934
Boismont,GPE,of the basket in the doctor's room instead of Boismont's book on hallucinations. There had been no hallucination,947
Leicestershire,GPE,"room; for not only had Mr. Upton decamped for Leicestershire, without a word of warning to anybody, on",948
England,GPE,"never stays away a Sunday unless he's out of England altogether; she couldn't understand it, and was",955
Australia,GPE,son. Did the boy take any special interest in Australia?”,969
East Indiaman,LOC,", a sailing ship—the Seringapatam— an old East Indiaman they've turned into a kind of floating hospital.",977
Italy,GPE,"how very valuable this was to me. Germans love Italy, the little man explained; but I said that",985
Germany,GPE,the one point on which I should never yield to Germany—and I thought I was going to be kissed,985
Park,GPE,"of the fact that he found him wandering in the Park, in the early morning, breathless and dazed,",1011
Melbourne,GPE,the ship touched nowhere between the East India Docks and Melbourne; he would be out of the world for three,1019
the Straits of Dover,LOC,his feet. “And you let her get through the Straits of Dover and out to sea while you came down here to,1020
Plymouth,GPE,"“I'm letting her go as far as Plymouth,” said he, “where one or both",1022
Melbourne,GPE,said she didn't touch anywhere between the docks and Melbourne?”,1023
Plymouth,GPE,owners happens to have gone round in the ship to Plymouth for the trip. I got it first from an,1024
Plymouth,GPE,". One or two pasengers are only going aboard at Plymouth, so she certainly won't sail again before to",1024
Paddington,GPE,saw—if you go down by the 12.15 from Paddington to-night.”,1024
Willesden,GPE,"to say until the train was held up inexplicably outside Willesden, when he began to fume.",1029
Plymouth,GPE,“I can motor down to Plymouth; there's plenty of time. I might take,1038
Phillida,GPE,"longer; he was only doubtful whether to knock at Phillida's door and shout goodbye, or to leave her",1109
ivory insteps,GPE,"hair all over her pink dressing-gown, and ivory insteps peeping out of those soft slippers especially when the vision",1145
Phillida,GPE,"the kettle on the gas-stove, but no Phillida to make the tea. He could not help wishing",1145
Phillida,GPE,"rooted to the carpet in the sunny room, until Phillida came in after him, and stood looking over his",1153
Kensington,GPE,"at once. “It's Holland Walk, in Kensington.”",1154
Phillida,GPE,"a certain suspicion, but that was not enough for Phillida.",1183
Phillida,GPE,hours and vivid moments that he remembered the one which Phillida and he began alone together in her uncle's house,1216
England,GPE,"by Baumgartner himself in one of his little digs at England. Pocket was not sure about this, but he",1241
Phillida,GPE,"about this, but he mentioned his impression, and Phillida nodded with swimming eyes.",1241
Park Lane,GPE,had been shot dead in front of his house in Park Lane. The murder had been committed in the early hours,1253
England,GPE,"soon after marriage. He must have been settled in England many years before Phillida's mother, herself an Englishman",1256
Switzerland,GPE,", he had only just given her six months in Switzerland. It was during those months that all his eccentricities",1256
Phillida,GPE,half by having the meals in from a restaurant. Phillida had no influence with him in these or any other,1256
Phillida,GPE,"any other case, he would have done it for Phillida's sake that afternoon. But with every hour of",1258
Surrey,GPE,"beyond that, and a skyline of warehouses on the Surrey shore.",1322
Park Lane,GPE,it's no more a suicide than the case in Park Lane yesterday or the one in Hyde Park last week;,1331
Phillida,GPE,"sunshine of the other mornings was sadly missing; and Phillida looked only too eager to fly from the scene,",1335
London,GPE,n't stay here. Have you no other relatives in London?”,1336
Phillida,GPE,"was decided that they should return to their hotel without Phillida, but to send the car back for her later",1339
Phillida,GPE,to do so; but would it be possible to Phillida to exclude from her evidence at the inquest all mention,1344
Phillida,GPE,"then; they accordingly adjourned to Glasshouse Street, and Phillida was to have gone on to the hotel; but",1346
Plymouth,GPE,“I haven't looked at one since Plymouth.”,1355
Broadmoor,GPE,you begin to want him elected to a fauteuil in Broadmoor. Will you believe me when I tell you that,1387
Thames,GPE,". “Those damned old wooden walls only cleared the Thames on Sunday morning, and they weren't near Plymouth",1391
Plymouth,GPE,"Thames on Sunday morning, and they weren't near Plymouth when I left last night; but my little aluminium",1391
Phillida,GPE,"noticeable convexity. Pocket opened it at a word from Phillida, and an over-folded packet of MS.",1426
London,GPE,"I am the serious and accredited inquirer to whom the London hospitals refused admittance to their pauper deathbeds, thronged though",1443
Kensington,GPE,"wished he was dead. I came across him in Kensington, outside a house to which an unseemly fracas had",1444
Richmond Park,GPE,", whom I had dogged all the way down to Richmond Park, was cheated of a merciful end by dusk falling",1447
Hyde Park,GPE,wretch whose name I forget met with his death in Hyde Park last Tuesday morning. I knew him by sight as,1447
London,GPE,". I thought of the saintliest men I knew in London, of some Jesuit Fathers of my acquaintance, of",1452
Park Lane,GPE,murder of Sir Joseph Schelmerdine outside his own house in Park Lane. It was the rashest of all the crimes;,1454
England,GPE,"besotted country. I know what to expect in enlightened England: either a death unfit for a dog, or",1456
Phillida,GPE,"Pocket did not know where he was, and Phillida would not tell him where she was going, neither",1487
Phillida,GPE,", the stately towers. But Pocket could not see Phillida's drift until she aimed herself, and, aiming",1489
