Location,ent_type,context,p_no
Hawthorne,GPE,"about the village tragedy of the Scarlet Letter. In Hawthorne the story and the suggestion, though quite distinct and",295
the San Graal,GPE,"was of the enchanted forest, of Avalon, of the San Graal, ""far in the spiritual city."" And",295
Chinon,GPE,", the Tourainian sun shining on the hot rock above Chinon, on the maze of narrow, climbing streets,",295
Loire,GPE,steep road. The gracious and ornate châteaux on the Loire and the Vienne rose fair and shining to confront the,295
Vienne,GPE,The gracious and ornate châteaux on the Loire and the Vienne rose fair and shining to confront the incredible secrets of,295
Hawthorne,GPE,"shadow of the great effect, rewriting a page of Hawthorne, experimenting and changing an epithet here and there,",295
nimbus,GPE,"about him; he moved, perhaps, in a nimbus that proclaimed the blackness and the flames within. He",301
London,GPE,"the black pools for the shadows and amber light of London, that he had put off the old life,",301
Japan,GPE,"the floor, and wondered about the dead artist in Japan, the adorner of his bureau. He speculated as",303
London,GPE,"great frost, of the fog that lay heavy on London, making the streets dark and terrible, of strange",313
Hampton,GPE,"-fairs, of coaches driven across the river at Hampton, of the skating on the fens; and hence",313
Babylon,GPE,"once dwelt. It was a town as great as Babylon, terrible as Rome, marvelous as Lost Atlantis,",313
Rome,GPE,"was a town as great as Babylon, terrible as Rome, marvelous as Lost Atlantis, set in the midst",313
East,LOC,"fabled wall that guards an empire in the vast dim East. Or in that distorting medium of the mist,",313
London,GPE,"loomed out at him, gigantic, terrible. All London was one grey temple of an awful rite, ring",313
overmaster,GPE,"not of his free will that he allowed terror to overmaster him, and he desired nothing better than a placid",314
London,GPE,"himself with imagination, that he had been walking through London suburbs and not through Pandemonium, and that if he",314
London,GPE,"a sudden and strange apparition. He turned back towards London, and the mist folded him in its thick darkness",319
verjuice,LOC,", and the chapel ""teachers"" went by with verjuice eyes and lips, scowling at the little boy who",327
Vineyard,LOC,"chanting of the Lover and the Beloved, of the Vineyard, of the Gate and the Way. Oh!",328
the moon,LOC,"rolled across the heaven from the west and covered up the moon, and there came a torrent of bitter hissing rain",338
mid-lake,LOC,"sang over the golden gorse, of still circles in mid-lake, of the poisonous yew-tree in the middle",345
gulf,LOC,", a knowledge of his limitations, of the vast gulf that yawned between the conception and the work, it",355
Westminster Abbey,GPE,", the inscription that here was the musical expression of Westminster Abbey. His boyish effort seemed hardly less ambitious, and",360
London,GPE,"with futile, miserable rage. Some silly person in London had made his manuscript more saleable and had sold it",362
the moon,LOC,as if she had floated down into the lane from the moon that swam between films of cloud above the black circle,371
the moon,LOC,"his eyes, and there was a marvelous fire called the moon, and her lips were aflame, and her eyes",372
VALE,GPE,AVE ATQUE VALE,374
London,GPE,"was a great storm and tumult in this wilderness of London, and for the sound of the rain and the",377
London,GPE,"touched again upon a still remoter avant-garde of London, an island amidst the darkness, surrounded by its",378
London,GPE,he tramped on and on beneath these outer battlements of London.,379
Sicily,GPE,"wind shivered, while, perhaps, he dreamed of Sicily, or of sunlight on the Provençal olives. Often",380
Britain,GPE,"field, and passed the Syrian fig tree imprisoned in Britain, nailed to an ungenial wall, the solution of",380
London,GPE,"had spent many hours treading this edge and brim of London, now lost amidst the dun fields, watching the",381
cedarn gardens,GPE,"with ancient spacious houses of red brick, and their cedarn gardens. And there was on the road that led to",382
London,GPE,"hamlet, left in a hollow, while all new London pressed and surged on every side, threatening the rest",383
sublimed,GPE,"sickening fumes that steamed from the burning bricks had been sublimed into the shape of houses, and those who lived",384
glen,LOC,"then a turn in the road showed him a little glen or hollow, watered by such a tiny rushing brooklet",386
London,GPE,such conceits of a dreary cottage on the outskirts of London. And it was more foolish now to meditate these,393
London,GPE,"or imagined terrors. He had stayed too long in London, and he would once more taste the breath of",393
Yorkshire,GPE,. Miss Deacon was to live with another cousin in Yorkshire; the old home was at last ended and done,394
London,GPE,darkness; he went back to the early days in London when he had said farewell to the hills and to,397
London,GPE,"bureau and wrote on into the cold stillness of the London morning, when the flickering lamplight and the daystar shone",398
Ireland,GPE,"the extraordinary running of Bolter at the Scurragh meeting in Ireland; and then, glancing at Lucian's books,",399
London,GPE,"desolation and terror in the winter after his coming to London. His mind was sluggish, and he could not",401
London,GPE,desolation that had obsessed him during that first winter in London. He had gone free one bleak morning in February,405
London,GPE,"at intervals, a rare hansom came spinning down from London, there sounded the same hum and jangle of the",405
Venus,LOC,", love might be given, and the grace of Venus. And when at last, after strange adventures,",407
Britain,GPE,"of amber. And in the shrine, far in Britain where the black rains stained the marble, they found",407
the Golden Venus,LOC,"marble, they found the splendid and sumptuous statue of the Golden Venus, the last fine robe of silk that the lady",407
Italy,GPE,"unguents, with the breath of the violet sea in Italy. His pleasure was an inebriation, an ecstasy of",408
gulf,LOC,", some shuddering memory that came to him across the gulf of forgetfulness. Somehow the remembrance of the offering to",412
Venus,LOC,"of forgetfulness. Somehow the remembrance of the offering to Venus, of the phrases that he had so lovingly invented",412
London,GPE,"Dimly he remembered Dr. Burrows coming to see him in London, but had he not imagined all the rest?",416
Rome,GPE,"been ruined from ages. It had been splendid as Rome, terrible as Babylon, and for ever the darkness",419
Babylon,GPE,". It had been splendid as Rome, terrible as Babylon, and for ever the darkness had covered it,",419
