Location,ent_type,context,p_no
Markham,GPE,took down the deposition of the officer who had apprehended Markham.,765
Holloway,GPE,"""At Markham Place, near Holloway.""",770
Snoggles,GPE,"He's too drunk to be anxious,"" said Snoggles drily: ""I was the on'y one as come",854
Snoggles,GPE,"""He is certainly elevated,"" answered Snoggles.",857
Snoggles,GPE,"Markham slipped half a sovereign into the hands of Snoggles, who took his departure with a faithful promise to",861
Markham,GPE,"Markham awoke unrefreshed by his sleep, which had been haunted",864
Plymouth,GPE,"upon the magistrate, ""chalk me up as Lord Plymouth, since you are down upon me in this way",882
Edinburgh,GPE,"I could but get to him. He lives in Edinburgh, and is well to do as a wheelwright.",892
Richmond,GPE,"he killed a hare upon a nobleman's grounds near Richmond. He was taken up and tried for poaching,",912
Markham,GPE,"the baronet. ""We want thousands—and this Markham is the very instrument we require. The first trial",935
London,GPE,"implicated. However—we must make haste and work London, and then off to Paris. We might get",938
Paris,GPE,"make haste and work London, and then off to Paris. We might get rid of four or five thousand",938
Germany,GPE,changers in the Palais-Royal. Then off to Germany in due rotation—Italy next—touch at Spain,938
Italy,GPE,Royal. Then off to Germany in due rotation—Italy next—touch at Spain—and home to England,938
Spain,GPE,"Germany in due rotation—Italy next—touch at Spain—and home to England.""",938
England,GPE,"Italy next—touch at Spain—and home to England.""",938
Snoggles,GPE,"""Mr. Winchester!"" cried Snoggles—for it was he.",956
Snoggles,GPE,"""Better late than never,"" said Snoggles.",958
Snoggles,GPE,"fly enough—I'm down to trap,"" replied Snoggles, with a leer of insolent familiarity.",960
Snoggles,GPE,"""I have already told you so,"" answered Snoggles.",972
Snoggles,GPE,Snoggles withdrew and Mr. Chichester was immediately afterwards joined by the,974
Snoggles,GPE,"someot to-day, I have,"" observed Snoggles, who could not keep a secret for the life",982
Chichester,GPE,"""Why that Winchester is Chichester, and Chichester is Winchester.""",984
Chichester,GPE,"""Why that Winchester is Chichester, and Chichester is Winchester.""",984
Snoggles,GPE,", but the men is the same,"" said Snoggles.",986
adventur,GPE,"""Then I will tell you the adventur' over agin;""—and Mr. Snoggles related the incident accordingly.",990
Chichester,GPE,"and elaborate comment, the butler related the conduct of Chichester towards Snoggles, and their accidental meeting that morning.",998
Snoggles,GPE,"comment, the butler related the conduct of Chichester towards Snoggles, and their accidental meeting that morning.",998
Dover,GPE,and all things in readiness: we will proceed to Dover to-night. You alone shall accompany me.,1003
London,GPE,"at present explain to you, compel me to quit London thus abruptly. I hope you will not imagine that",1007
London,GPE,will then understand that I could not have remained in London another minute with safety to myself. I scarcely know,1007
Smithfield,GPE,", and repulsive the entire neighbourhood of West Street (Smithfield), Field Lane, and Saffron Hill, may",1036
St. John-street,GPE,in the very heart of this great metropolis. From St. John-street to Saffron Hill—from West-street to Clerkenwell,1041
West-street,LOC,"From St. John-street to Saffron Hill—from West-street to Clerkenwell Green, is a maze of narrow lanes",1041
Holborn,GPE,"Leading out of Holborn, between Field Lane and Ely Place, is Upper",1042
Kentish Town,LOC,"""What—you mean Markham's up between Kentish Town and Lower Holloway?"" said Dick.",1111
goles,GPE,"down the trap in Chick Lane? But, by goles—Dick—what the deuce is the matter with",1112
Cambridge,GPE,"'s breaking down, when just as I got to Cambridge-Heath-gate I heerd the gallopin' of",1117
London,GPE,"of all the gentlemen's houses in the environs of London, with the numbers of servants and male inhabitants in",1149
London,GPE,": his avocation was invariably exercised in the suburbs of London, where the interference of the police was less probable",1149
"Magsmen, Area-Sneaks",LOC,"precisely the same line. Thus there were Cracksmen, Magsmen, Area-Sneaks, Public Patterers, Buzgloaks, Dummy-Hunters,",1184
London,GPE,"him a faint idea of some of the horrors of London. We cannot, however, allow the morning",1187
Jew,GPE,"of Bill Bolter. Indeed he merely went down that Jew's bazaar, in his way homewards, because he",1200
Europe,LOC,"you away to the sunny climes of the south of Europe, where we may live in peace, happiness,",1254
Chick,GPE,"down the trap-door of the old house in Chick Lane:—and who, that had ever met that fate as",1288
Sydney,GPE,carpet: he stooped down and felt with his hands;—Walter Sydney had fainted.,1295
Smithfield,GPE,"down the trap-door in the old house near Smithfield.""",1308
Vesuvius,LOC,"become a delirium:—he would have plunged into the crater of Vesuvius, or thrown himself from the ridge of the Alpine",1327
London,GPE,Such is London.,1394
London,GPE,Oh! London is a city of strange contrasts!,1396
"mud,—the",GPE,"-end streets, and the paupers cleansing away the mud,—the funeral procession, and the bridal cavalcade,—the wealthy and high",1397
London,GPE,"city, must occupy the attention of him who surveys London with microscopic eye.",1397
West Street,LOC,"to protect them against the cold, crept cautiously down West Street, from Smithfield, dodged past the policeman, and",1399
Smithfield,GPE,"the cold, crept cautiously down West Street, from Smithfield, dodged past the policeman, and entered the old",1399
Saint Giles's,GPE,"—if yer goes up to Rat's Castle in Saint Giles's, you would find too many tongues among them cursed",1415
scurrick,GPE,thing. Neither you nor me hasn't got a scurrick; and where to get a penny loaf on tick,1420
the Fleet Ditch,LOC,"we state that the side of the house farthest from the Fleet Ditch was constructed with a double brick wall, and that",1447
baccy,GPE,"""You may as well take the pipes and baccy along with you, old feller,"" returned Dick",1455
Markham,GPE,"the two letters which were lying upon the table in Markham's library, and which were addressed respectively to Mrs.",1462
Paris,GPE,"from her, tell her that I've sent to Paris to make enquiries after him, and that if she",1490
Vienna,GPE,"'ll leave another fifty pounds, I'll send to Vienna. By-the-bye, that bothering fellow",1490
Chichester,GPE,"value in my purse, which I also received from Chichester, and which has turned out to be a spurious",1501
Kidderminster,GPE,"""Oh! that ere Winchester, or Kidderminster—or whatever his name may be,"" interrupted",1502
Markham,GPE,of austerity—for he had previously been possessed in Markham's favour—when that individual announced that he appeared,1506
Harborough,GPE,"will no doubt arrive, sooner or later; and Harborough shall yet repent the cruel—the cowardly insults he",1602
Barkson,GPE,"""Well, I prefer Barkson,"" exclaimed a third; ""his voice alone",1660
Metropolitan,GPE,"""Was he a Metropolitan or a City-Policeman?""",1672
Metropolitan,GPE,"""A Metropolitan.""",1673
Markham,GPE,In this way did the prisoners in Markham's ward contrive to pass away an hour or two,1682
Newgate,GPE,"ordeal which Richard had to undergo during his captivity in Newgate, was his first interview with Mr. Monroe. This",1687
Newgate,GPE,Thus terminated the first interview in Newgate between Markham and his late father's confidential friend.,1691
Hoxton Old Town,GPE,"of the deepest distress, in an obscure lodging in Hoxton Old Town. I called upon him: the account which had",1710
Markham,GPE,"""And in what way—"" began Markham.",1729
St. Sepulchre's,GPE,"mark their lapse by the deep-mouthed bell of St. Sepulchre's Church, on Snow Hill, the sound of which",1744
Snow Hill,LOC,"-mouthed bell of St. Sepulchre's Church, on Snow Hill, the sound of which boomed ominously at regular intervals",1744
Saint Sepulchre,GPE,In due time the sonorous voice of Saint Sepulchre proclaimed the hour of nine.,1777
Clapton,GPE,"'s no news at all about t'other affair up at Clapton, and no stir made in it at all,",1791
Ditch,LOC,"sleep. A noisome stench entered the dungeon from the Ditch, and the rats ran over the person of the",1798
Saint Sepulchre's,GPE,the lapse of which was proclaimed by the voice of Saint Sepulchre's solemn and deep toned bell.,1806
America,GPE,"No doubt that he has run away—perhaps to America—perhaps to France.""",1815
France,GPE,"has run away—perhaps to America—perhaps to France.""",1815
Saint Sepulchre's,GPE,"The clock of Saint Sepulchre's proclaimed the hour of seven, as he awoke from",1851
Southampton,GPE,a-going to do a little business together down Southampton way—someot that he has been told of;,1857
Newgate,GPE,"cried the officer: ""it was a prisoner in Newgate who split upon this hiding place. Somehow or another",1876
Smithfield,GPE,one of the cells at the station-house in Smithfield.,1878
Italy,GPE,"Chamber, was from the State of Castelcicala, in Italy, to the representative of that Grand-Duchy at",1896
Castelcicala,GPE,"City of Montoni, Castelcicala.",1897
Castelcicala,GPE,", may be accorded to his Highness Alberto Prince of Castelcicala, nephew of his Serene Highness the Reigning Grand Duke",1898
Castelcicala,GPE,"Duke, as well as to all other natives of Castelcicala now resident in England, but who may be desirous",1898
England,GPE,"as to all other natives of Castelcicala now resident in England, but who may be desirous of returning to their",1898
London,GPE,"and guilty heroine? A thousand times before you left London, I was on the point of throwing myself at",1916
London,GPE,The fourth letter was from Mr. Robert Stephens of London to his brother Mr. Frederick Stephens of Liverpool:—,1920
Liverpool,GPE,Stephens of London to his brother Mr. Frederick Stephens of Liverpool:—,1920
Liverpool,GPE,"pounds I have promised him; and then off to Liverpool in a post-chaise and four. Now,",1922
America,GPE,"four. Now, if there be a packet for America on the 27th, secure me a berth; if",1922
Havre,GPE,"not, ascertain if there be a vessel sailing for Havre or Bordeaux on that day, and then secure me",1922
Bordeaux,GPE,"ascertain if there be a vessel sailing for Havre or Bordeaux on that day, and then secure me a berth",1922
Liverpool,GPE,"which, according to present arrangements, are to leave Liverpool on the 27th, with their places of destination and",1922
Castelcicala,GPE,of the government. The notes of the despatch from Castelcicala were forwarded to the Foreign Secretary: the contents of,1930
Switzerland,GPE,"""In Switzerland,"" hastily interrupted Walter; ""in Switzerland—",1938
Switzerland,GPE,"In Switzerland,"" hastily interrupted Walter; ""in Switzerland—whither you will accompany me, my good and",1938
the West End,LOC,"At ten precisely; and we then repair forthwith to the West End of the town, where certain preliminaries are requisite previously",1940
London,GPE,"And this very afternoon it is your determination to leave London?"" said Louisa.",1941
morocco,GPE,"her, and her delicate white feet thrust into red morocco slippers, threw herself into her luxurious easy-chair",1943
Sydney,GPE,"to render a friend a signal service,"" answered Sydney, after a moment's hesitation.",1952
Sydney,GPE,"""My conduct in assuming this disguise,"" returned Sydney, with a smile and a blush, ""has",1956
Europe,LOC,"to leave this country, and visit the south of Europe,"" said Stephens: ""you will have ample",1959
Oberland,GPE,of the lake of Brienz—that pearl of the Oberland; the fair boat-women—the daughters of,1959
Switzerland,GPE,"; the fair boat-women—the daughters of Switzerland—passing in their little shallops beneath your windows,",1959
the West End,LOC,"that brought us hither is waiting to convey us to the West End.""",1972
Stephens,GPE,Stephens and Sydney issued from the house together. The former,1973
Sydney,GPE,Stephens and Sydney issued from the house together. The former gave certain,1973
Switzerland,GPE,which was within her reach amidst the rural scenery of Switzerland: he conjured up before her mental vision the most,1974
Stanford,GPE,"Sydney, the only son and heir of the late Stanford Sydney, upon being satisfied with respect to the identity",1987
Sydney,GPE,", the only son and heir of the late Stanford Sydney, upon being satisfied with respect to the identity of",1987
Sydney,GPE,precaution shows the exact condition of the late Mr. Stanford Sydney's family. The daughter is no more: the,1997
Pakenham,GPE,"Sydney to the document. It was next witnessed by Pakenham, Stephens, and Mac Chizzle, and handed to",2016
Stephens,GPE,"the document. It was next witnessed by Pakenham, Stephens, and Mac Chizzle, and handed to the Earl",2016
Sydney,GPE,"The Earl shook hands with both Stephens and Sydney, and bowed to Mac Chizzle. These three individuals",2020
London,GPE,"in a few hours she should be enabled to quit London for ever, restored the lady's disposition to that",2032
Sydney,GPE,received the documents which Lord Warrington had handed over to Sydney. Having compared those papers with the entries in the,2035
Stephens,GPE,"These men moved hastily forward, and advanced up to Stephens, Mac Chizzle, and Walter Sydney.",2036
Sydney,GPE,"""Officers!"" ejaculated Sydney; ""What does this mean?""",2039
Sydney,GPE,Sydney—a prey to the most dreadful apprehensions and painful,2045
the City of London,GPE,"swindlers, mock companies, and bubble firms existing in the City of London: wherever there is fraud, within the jurisdiction of",2047
Sydney,GPE,"the afternoon, when Stephens, Mac Chizzle, and Sydney were placed in the dock of the Mansion House Police",2048
Sydney,GPE,"this prisoner,"" said the solicitor, pointing towards Sydney, ""with endeavouring to obtain the sum of forty",2055
Eliza Sydney,GPE,we shall know her only by her real name of Eliza Sydney.,2070
Eliza Sydney,GPE,"In a word, the beauty of Eliza Sydney was of a lofty and imposing order;—a pale high brow",2074
Cambridgeshire,GPE,his aristocratic acquaintances. He possessed a magnificent estate in Cambridgeshire; and in the country seat attached to that domain,2081
Cambridgeshire,GPE,"age when the Earl first took up his abode in Cambridgeshire, in the year 1790. She was not good",2082
Cambridgeshire,GPE,malady which seized upon him shortly after his arrival in Cambridgeshire; and at length her presence became as it were,2083
Cambridgeshire,GPE,"title and vast estates of the family, arrived in Cambridgeshire to pay his respects to his uncle, on his",2085
Sydney,GPE,"upon the Earl's estate, of the name of Sydney. He had a son whose Christian name was Stanford",2088
Stanford Sydney,GPE,"one morning abandoned the paternal home, and fled with Stanford Sydney, on whom she bestowed her hand. The blow",2089
Stanford Sydney,GPE,"but that, should Letitia bear a male child to Stanford Sydney, such issue should, upon attaining the age of",2089
Frederick,GPE,then the sum alluded to should become the property of Frederick.,2089
Berkshire,GPE,"progeny. The farm which she tenanted was situated in Berkshire, whither she and her husband had removed immediately after",2091
the City of London,GPE,"Stephens—a merchant of respectability and property, in the City of London.",2091
Berkshire,GPE,the fraud was not suspected in the neighbourhood of the Berkshire farm.,2095
Eliza Sydney,GPE,"Warrington, through his solicitor, and the confession of Eliza Sydney. The history excited the most extraordinary interest in all",2098
Newgate,GPE,"Stephens, Hugh Mac Chizzle, and Eliza Sydney to Newgate, to take their trials at the approaching session of",2099
Newgate,GPE,", which is situate between the solid granite wall of Newgate and the Court-house, was also flooded with",2102
Quadrant,LOC,accompany him to a common gaming-house in the Quadrant. They refused; but finding him determined to visit,2109
London,GPE,"cannot at present explain, compel me to quit London thus abruptly."" ""I could not have remained",2109
London,GPE,"abruptly."" ""I could not have remained in London another minute with safely to myself."" ""I",2109
Brick,GPE,"upon your oath—is he not a pawnbroker in Brick-lane, Bethnal Green?""",2122
Germany,GPE,"""I did—in Germany.""",2131
England,GPE,"""Did you not leave England in debt? and were you not afraid of your",2134
Baden-baden,GPE,"money in such a manner. When you were at Baden-baden, were you not involved in some gambling transactions which",2138
England,GPE,"young master had meditated a sudden and abrupt departure from England, the very day upon which he was arrested.",2143
Baden,GPE,"one who was compelled to fly ignominiously and precipitately from Baden, on account of some rascality at cards, and",2151
London,GPE,"inveigling others. ""He could not have remained in London another minute with safety to himself."" And why",2153
Chichester,GPE,"Oh! amazing fastidiousness—especially on the part of Chichester, who had been compelled to decamp from Baden,",2153
Baden,GPE,"of Chichester, who had been compelled to decamp from Baden, for cheating at cards! Then it was stated",2153
Snoggles,GPE,"counsel relative to the pecuniary position of his ward. Snoggles, the ostler, followed, and very freely stated",2155
Baden,GPE,the particulars of his late master's precipitate decampment from Baden.,2155
Chichester,GPE,to prove that he had received the two notes from Chichester. Mr. Chichester had certainly assumed another name during his,2157
England,GPE,"upon bills of exchange which might have been sent from England after him. He had, moreover, assumed the",2157
Norfolk Island,GPE,", to loathsome dungeons, or to the horrors of Norfolk Island. Does society avenge?—or does it merely make examples of",2162
Eliza Sydney,GPE,"On the ensuing morning the trial of Eliza Sydney, Robert Stephens, and Hugh Mac Chizzle took place",2176
Eliza Sydney,GPE,and handsome manner interceded with the court in behalf of Eliza Sydney. Eliza herself was quite overcome with this unexpected generosity,2181
Eliza Sydney,GPE,had been placed in the dock for the accommodation of Eliza Sydney; and the lady herself was melted to fresh tears,2185
Woolwich,GPE,", and Crankey Jem were removed to the hulks at Woolwich, previous to the sailing of a convict-ship",2209
New South Wales,GPE,previous to the sailing of a convict-ship for New South Wales.,2209
London,GPE,"?"" demanded Chichester, after a pause. ""London is too hot for both of us—at least",2219
Hastings,GPE,": we might, however, pay a visit to Hastings, Bath, and Cheltenham on a venture.""",2219
Cheltenham,GPE,", pay a visit to Hastings, Bath, and Cheltenham on a venture.""",2219
Harborough,GPE,"""Oh! nonsense, Harborough. Come—what do you say? Three days",2227
London,GPE,the Court of Requests; and that L. S. meant London side—an intimation that he had been arrested in,2279
the City of London,GPE,"side—an intimation that he had been arrested in the City of London, and not in the County of Middlesex.",2279
the County of Middlesex,GPE,"arrested in the City of London, and not in the County of Middlesex.",2279
the Receiving Ward,GPE,"how long shall I be allowed to stay up in the Receiving Ward?""",2290
disbursements:—Towel,GPE,"the enjoyment of this luxury was attended with the following disbursements:—Towel. 2d.; Use of Soap, 1d.",2312
Middlesex,GPE,"to which they belonged. Thus they were classified into Middlesex Sheriffs' Debtors, London Sheriffs' Debtors, and",2315
London,GPE,"Thus they were classified into Middlesex Sheriffs' Debtors, London Sheriffs' Debtors, and City Freemen who were also",2315
London,GPE,"ordered to remove to the Poultry Ward, on the London side, the governor declining to comply with the request",2316
Whitecross-street,GPE,"by a habeas corpus writ, he must remain in Whitecross-street prison, while the more wealthy debtor enjoys every luxury",2317
the Receiving Ward,GPE,"enquired the Steward. ""Same charges as upstairs in the Receiving Ward.""",2325
Finsbury,GPE,"an estate, consisting of thirteen houses, somewhere in Finsbury, under a decree of the Court of Chancery.",2335
Finsbury,GPE,"called into request the services of half the brokers in Finsbury, and made the tenants cash up to the very",2335
Chichester,GPE,"dishonesty, or culpable extravagance which were pointed out to Chichester, information was given him of many—very many",2336
Whitecross Street,GPE,"In a small community like that of a ward in Whitecross Street, as well as in the great world without,",2344
gulf,LOC,climbing. At length he reached the bottom of the gulf; and then the faculty of sight was suddenly restored,2349
the slimy bank,GPE,"coal-black darkness. At length he slipped down the slimy bank—and his feet touched the river, which he",2349
Europe,LOC,"in the dominions of the tyrant who is called ""Europe's Protestant Sovereign,"" or to behold the military",2370
Saint Sepulchre's,GPE,At this moment the bell of Saint Sepulchre's church began to toll the funeral knell—that same,2392
Saint Sepulchre,GPE,"and reading the funeral service—while the bell of Saint Sepulchre continued its deep, solemn, and foreboding death-",2395
England,GPE,"the executions at Newgate. In such a country as England, where even religion is made a compulsory matter of",2403
Saint Sepulchre's,GPE,his attention between the prison entrance and the clock of Saint Sepulchre's church.,2425
Saint Sepulchre's,GPE,"Precisely as the clock of Saint Sepulchre's church struck ten, the doors of the Compter and",2427
Eliza Sydney,GPE,Compter issued Richard Markham:—the portal of Newgate gave freedom to Eliza Sydney.,2428
Holloway,GPE,"Monroe is waiting for you at your own house at Holloway,"" said Whittingham to his young master, when",2432
America,GPE,"a merchant who had been reduced by great losses in America trading; and by his counsel, I employed a",2462
Newgate,GPE,"the political martyr with whom he had become acquainted in Newgate, alight from the vehicle.",2491
Richmond,GPE,time with me at the house of a friend at Richmond. Solitude and seclusion will never wean you from the,2497
Italy,GPE,tell you that I have travelled much; and that Italy has always been a country which has excited my warmest,2501
England,GPE,from his native land; and he sought refuge in England. His only child—a beautiful girl of the,2501
England,GPE,"once more to become an exile. He arrived in England a month ago, and has taken a small but",2501
Richmond,GPE,"has taken a small but commodious and picturesque residence at Richmond. His means are ample, but not vast;",2501
Richmond,GPE,front-door of a very beautiful country residence near Richmond. The dwelling was not large; but its external,2505
England,GPE,"charm all her acquaintances. Having finished her education in England, she had united all the solid morality of English",2513
Napoleon,LOC,"the Italians against the French, during the career of Napoleon, and had been of essential service to the family",2514
London,GPE,"You reside in a very pleasant and healthy part of London, Mr. Markham,"" said the count; """,2517
the Sea Serpent,LOC,"say that I preferred the butterfly to the lines upon the Sea Serpent.""",2534
